时政 	 总指挥 常万全 宣布 神舟 七号 发射成功 总指挥 常万全 宣布 ： 神舟 七号 载人 飞船 进入 预定 轨道 ， 发射 圆满成功 ！ 
 时政 	 温家宝 ： 奥运 后 中国 将 坚持 改革开放 不 动摇 中新网 9 月 25 日电   中国 总理 温家宝 于 纽约 当地 时间 9 月 24 日 在 第 63 届 联合国大会 一般性 辩论 上 发言 时 表示 ， 世界 都 在 关注 北京 奥运会 后 中国 政治经济 走向 。 温总理 说 ， 可以 明确 地 告诉 大家 ， 中国 将 继续 坚定不移 地 走 和平 发展 道路 ， 继续 坚持 改革开放 不 动摇 ， 继续 贯彻 独立自主 的 和平 外交政策 。 温家宝 总理 称 ， 这次 北京 奥运会 是 在 中国 这样 一个 最大 的 发展中国家 举行 的 。 国际 社会 对 中国政府 和 人民 为此 做出 的 努力 给予 了 高度评价 。 奥运会 的 成功 举办 ， 使 中国 人民 受到 了 极大 的 鼓舞 ， 增强 了 实现 现代化 的 信心 和 力量 。 同时 ， 我们 清醒 地 看到 ， 中国 有 13 亿 人口 ， 虽然 经济总量 已经 位居 世界 前列 ， 但 人均收入 水平 仍排 在 世界 100 位 之后 ， 城乡 发展 和 区域 发展 很 不 平衡 ， 农村 特别 是 西部 地区 农村 还 很 落后 ， 还有 数以千万计 的 人口 没有 解决 温饱 。 中国 仍然 是 一个 发展中国家 ， 生产力 不 发达 的 状况 没有 根本 改变 ， 进一步 发展 还 受到 资源 、 能源 、 环境 等 瓶颈 的 制约 。 中国 的 社会主义 市场 经济体制 还 不 完善 ， 民主法制 还 不 健全 ， 一些 社会 问题 还 比较突出 。 中国 实现 现代化 的 任务 还 很 繁重 ， 道路 还 很 漫长 。 摆在 我们 面前 的 机遇 和 挑战 都 是 空前 的 。 抓住机遇 ， 迎接挑战 ， 聚精会神 搞 建设 ， 一心一意 谋发展 ， 这 就是 中国政府 和 中国 人民 的 理念 和 行动 。 
 时政 	 澳门 两家 银行 被 传 财政困难 遭 挤兑 ( 图 ) 中新网 9 月 25 日电   据 澳门日报 报道 ， 美国 金融 海啸 引发 的 全球性 信心危机 开始 波及 港澳 ， 香港 东亚银行 、 澳门 国际 银行 及永亨 银行 24 日均 被 谣传 财政困难 而 出现 挤 提 。 其中 ， 国际 银行 初步 估计 全日 提款 2 至 3 亿 。 港 、 澳 两地 特区政府 官员 24 日均 迅速 “ 力撑 ” 金融体系 稳健 ， 指 传言 没有 根据 。 澳门 金管局 表示 ， 澳门 银行 总资产 超过 3800 亿 ( 澳门元 ， 下同 ) ， 涉及 雷曼 投资 比例 不足 2 亿元 ， 银行 流动资金 相当 充裕 。 身在 外地 的 澳门 经济 财政司 司长 谭伯源 表示 ， 相信 澳门 金融体系 会 继续 保持稳定 ， 居民 了解 清楚 事件 后 挤 提 情况 应 会 平息 。 针对 手机 流传 银行 财困 和 挤 提 讯息 ， 国际 银行 已向 司警 举报 追究 刑事责任 ； 永亨 银行 也 表示 不 排除 对 恶意 行为 寻求 司法 解决 。 司警 方面 表示 ， 接获 举报 ， 怀疑 近日 有人 故意 以 手机 短讯 散播 针对 某些 银行 的 失实 言论 ， 已 立案 展开 侦查 。 有关 传言 23 日 已 在 网上 、 手机 和 居民 之间 流传 ， 但 因 台风 关系 ， 24 日 上午 银行 没有 开门 。 中午 开门 后 ， 不少 居民 到 先 被 谣传 中伤 的 国际 银行 排队 提款 ， 尤 以北 区 最 挤 拥 。 到 下午 ， 传闻 波及 永亨及 东亚银行 ， 永亨 银行 各 分行 也 开始 见 人龙 。 由于 排队 客户 众多 ， 两家 银行 各 分行 至 傍晚 关门 时间 仍 有 很多 人流 ， 两行 分别 采取 不同 的 应变措施 。 国际 银行 为免 堆积 太 多 人流 ， 只 接受 5 时半前 排队 的 客户 提款 ， 所有 活期存款 客户 最高 只 可 提取 5 万元 现金 ， 其余 以 本票 到 其它 银行 领取 。 初步 估计 24 日 提款 达 2 至 3 亿元 。 银行 方面 强调 ， 流动资金 充足 ， 居民 毋须 担心 。 至于 永亨 银行 则 派 筹 ， 北 区分 行至 傍晚 6 时 多派 筹 数目 达 450 号 ， 可见 仍 有 不少 客户 在 等候 。 永亨 方面 为令 客户 更 安心 ， 除 活期存款 ， 未 到期 定期存款 也 容许 提取 。 针对 两行 挤 提 ， 澳门 银行 公会 和 金管局 24 日 分别 举行 了 记者会 。 金管局 主席 丁连星 表示 ， 美国 个别 投资银行 陷入 严重 财困 ， 包括 银行 在内 的 澳门 金融体制 稳定 ， 未受 影响 ， 希望 银行 客户 保持 冷静 ， 勿 受 传言 影响 。 丁连星 表示 ， 澳门 银行 体系 流动资金 相当 充足 ， 截至 7 月 ， 银行 总资产 为 3870 亿元 ， 银行存款 总额 2670 亿元 ， 金管局 规定 银行 最低 流动比率 为 30% 。 传言 波及 的 银行 有 两至 三家 ， 但 这些 银行 经营 完全 没有 问题 ， 传言 并非 属实 ， 澳门 没有 任何 一家 银行 有 问题 。 澳门 银行 财政 很 稳健 ， 盈利 、 资本 充足 比率 、 资产 状况 、 经营 状况 均 正常 。 丁连星 承认 ， 澳门 有 银行 投资 雷曼 兄弟 相关 债券 ， 但 数字 很 低 ， 不足 2 亿元 。 除了 此前 诚兴 银行 已 公布 的 约 1 亿元 ， 余下 约 1 亿元 由 其它 银行 持有 ， 不足以 动摇 任何 银行 的 财政 实力 。 因此 不 希望 透露 持有 雷曼 债券 的 银行 名称 ， 以免 造成 恐慌 。 他 强调 雷曼 兄弟 破产 对 澳门 银行 造成 影响 的 传言 ， 没有 事实根据 。 
 时政 	 环保部 通报 中国 大唐 国电 集团 等 企业 违规 人民网 北京 9 月 25 日讯   据 环境保护部 网站 报道 ， 9 月 24 日 ， 环境保护部   、 国家统计局 和 国家 发展 和 改革 委员会 发布 了 《 2008 年 上半年 各省 自治区 直辖市 主要 污染物 排放量 指标 公报 》 。 公报 内容 如下 ： 2008 年 上半年 各省 自治区 直辖市 主要 污染物 排放量 指标 公报   环境保护部   国家统计局   国家 发展 和 改革 委员会 根据 有关 规定 ， 环境保护部 组织 对 2008 年 上半年 各省 、 自治区 、 直辖市 主要 污染物 总量 减排 情况 进行 了 核查 核算 。 结果表明 ， 上半年 全国 化学 需氧量 排放 总量 674.2 万吨 ， 与 2007 年 同期 ( 691.3 万吨 ) 相比 下降 2.48% ； 二氧化硫 排放 总量 1213.3 万吨 ， 与 2007 年 同期 ( 1263.4 万吨 ) 相比 下降 3.96% 。 从 主要 减排 工程 措施 看 ， 1 至 6 月份 ， 全国 有 4060 万千瓦 燃煤 脱硫 机组 建成投产 ， 淘汰 小 火电 机组 装机容量 836 万千瓦 ； 新增 城市污水 处理 能力 678 万吨 / 日 ， 钢铁 、 水泥 、 焦化 及 造纸 、 酒精 、 味精 等 高耗能 高 排放 行业 结构调整 取得 进展 。   经 核实 ， 山西省 吕梁市 污水 处理厂 、 内蒙古自治区 呼和浩特市 辛辛板 污水 处理厂 和 公主 府 污水 处理厂 、 江苏省 宿迁市 泗阳 城北 污水 处理厂 、 浙江省 嘉兴市 联合 污水 处理厂 、 安徽省 亳州市 污水 处理厂 、 江西省 南昌市 象湖 污水 处理厂 和 红谷滩 污水 处理厂 、 湖北省 荆州市 红光 污水 处理厂 、 湖南省 岳阳市 临湘 污水净化 中心 、 四川省 宜宾市 清源 水务 公司 南岸 污水 处理厂 、 云南省 昆明市 安宁 污水 处理厂 和 宜良县 阳宗海 污水 处理厂 主体工程 及 配套 管网 建设 滞后 或 长期 处于 低 负荷 运行 或 无故 不 正常 运行 出水 超标 或 污泥 未 有效 处理 处置 ； 中国 大唐 集团公司 保定 热电厂 、 中国 国电 集团公司 太原 第一 热电厂 、 内蒙古自治区 乌兰察布 市 华宁 电厂 、 中国 华电 集团公司 齐齐哈尔 热电 公司 、 武汉 钢电 股份 有限公司 、 华润 电力 股份 有限公司 郴州 电厂 、 广东 电力 发展 股份 有限公司 茂名 瑞能 热电厂 、 广 西方 元 电力 股份 有限公司 来宾 发电厂 、 中国 国电 集团公司 四川 华蓥山 电厂 脱硫 设施 运行 不 正常 。 根据 有关 规定 ， 环境保护部 决定 对 上述 城市 、 企业 予以 公开 通报 ， 责令 于 今年年底 前 完成 整改 ， 并 由 所在地 省级 环保部门 向 环境保护部 报告 进展 情况 。 对 整改 不 到位 或 逾期 未 完成 整改 任务 的 ， 按照 《 节能 减排 综合性 工作 方案 》 和 《 主要 污染物 总量 减排 考核办法 》 的 规定 ， 暂停 审批 有关 城市 新增 化学 需氧量 排放 的 建设项目 环评 ； 有关 部门 依据 《 燃煤 发电机组 脱硫 电价 及 脱硫 设施 运行 管理 办法 ( 试行 ) 》 ( 发改 价格 [ 2007 ] 1176 号 ) 有关 规定 ， 相应 扣减 有关 电厂 的 脱硫 电 价款 并 全额 追缴 二氧化硫 排污费 。 
 时政 	 胡锦涛 为 神七 三名 航天员 出征 壮行 ( 全文 ) 中新网 9 月 25 日电   神舟 七号 航天员 出征 仪式 今天下午 在 酒泉卫星发射中心 航天员 公寓 问天阁 举行 。 中共中央 总书记 、 国家 主席 、 中央军委 主席 胡锦涛 来到 航天员 公寓 问天阁 ， 亲切 看望 执行 飞行 任务 的 3 名 航天员 ， 并 为 承担 此次 飞行 任务 的 翟志刚 、 刘伯明 、 景海鹏 壮行 。 17 时 32 分 ， 有关 部门 负责人 介绍 航天员 情况 后 ， 胡锦涛 发表 讲话 ， 为 航天员 送行 。 胡锦涛 说 ， 翟志刚 、 刘伯明 、 景海鹏 同志 ， 你们好 ！ 三人 齐声 回答 ， 首长 好 ！ 胡锦涛 说 ， 神舟 七号 飞船 就要 按 原定 计划 发射 了 ， 你们 即将 出征 执行 我国 第三次 载人 航天 飞行 的 任务 ， 在 这里 我 首先 代表 党中央 、 国务院 、 中央军委 ， 也 代表 全国 各族人民 ， 来 为 你们 壮行 ， 预祝 你们 成功 ！ 胡锦涛 说 ， 神舟 七号 载人 航天 飞行 ， 是 我国 载人 航天 工程 第二步 任务 的 首次 飞行 。 你们 将 穿着 我国 研制 的 舱 外 航天服 进行 首次 空间 舱外 活动 ， 这 将 是 我国 空间 技术 发展 的 一个 重大 跨越 。 我 相信 有 全国 人民 做 坚强 后盾 ， 有 各 有关 方面 周密 准备 的 坚实基础 ， 有 你们 通过 严格训练 养成 的 过硬 素质 ， 你们 一定 能够 圆满 的 完成 这一 光荣 而 神圣 的 使命 ， 祖国 和 人民 等待 着 你们 凯旋归来 ！ 航天员 翟志刚 说 ， 感谢 胡主席 ， 感谢 党 和 全国 人民 对 我们 的 关爱 ， 我们 一定 服从命令 ， 听从指挥 ， 沉着 冷静 精心 操作 ， 坚决 完成 神舟 七号 载人 航天 飞行 任务 ， 请 祖国 和 人民 放心 。 感谢 胡主席 的 亲切 关怀 ， 我们 一定 要 牢记 胡主席 的 重托 ， 确保 圆满完成 任务 ， 以 优异成绩 向 党和人民 汇报 。 随后 ， 胡锦涛 等 中央 领导 向 航天员 挥手致意 ， 全场 响起 热烈 掌声 。 17 时 35 分许 ， 翟志刚 、 刘伯明 、 景海鹏 来到 问天阁 前 ， 向 中国 载人 航天 工程 总指挥 常万全 请示 出征 。 常万全 下令 ： “ 出发 ！ ” 三人 遂 登车 ， 奔赴 发射场 。 
 时政 	 胡锦涛 为 神七 航天员 壮行 中新网 9 月 25 日电   25 日 下午 17 时 37 分 ， 中共中央 总书记 、 国家 主席 、 中央军委 主席 胡锦涛 在 酒泉卫星发射中心 问天阁 会见 了 担任 神舟 七号 飞行 任务 的 航天员 翟志刚 、 刘伯明 和 景海鹏 。 为 即将 飞天 的 神七 航天员 们 壮行 。 中药 首次 被 带上 神七 飞船 供 航天员 服用 神七 任务 将 空中 搜救 航天员   地面 车队 处置 返回舱 神七 航天员 今日 下午 将 举行 出征 仪式 
 时政 	 胡锦涛 发表 讲话 为 神七 航天员 壮行 人民网 北京 9 月 25 日电   9 月 25 日 下午 ， 胡锦涛 总书记 为 “ 神七 ” 航天员 出征 壮行 。 胡锦涛 总书记 说 ， 翟志刚 、 刘伯明 、 景海鹏 同志 你们好 ， 神州 七号 飞船 就要 按 原定 计划 发射 了 。 你们 即将 出征 ， 执行 我国 第三次 载人 航天 飞行 的 任务 ， 在 这里 我 首先 代表 党中央 、 国务院 、 中央军委 ， 也 代表 全国 各族人民 来 为 你们 壮行 ， 预祝 你们 成功 神州 七号 。 载人 航天 飞行 是 我国 载人 航天 工程 的 第二步 任务 的 首次 飞行 。 你们 将 穿着 我国 研制 的 舱 外 航天服 进行 首次 空间 舱外 活动 。 这 将 是 我国 空间 技术 发展 的 一个 重大 进步 ， 我 相信 ， 有 全国 人民 做 坚强 后盾 ， 有 各 有关 方面 ， 周密 准备 的 坚实基础 ， 有 你们 通过 严格训练 养成 的 过硬 的 速度 ， 你们 一定 能够 圆满 地 完成 这一 光荣 而 神圣 的 使命 。 祖国 和 人民 等待 着 你们 凯旋归来 。 
 时政 	 胡锦涛 在 神七 发射成功 后 发表 讲话 中新网 9 月 25 日电   在 中央军委 委员 、 飞行 任务 总指挥 长 、 总装备部 常万全 部长 宣布 神舟 七号 载人 飞船 发射 圆满成功 后 ， 中共中央 总书记 、 国家 主席 、 中央军委 主席 胡锦涛 发表 讲话 。 胡锦涛 说 ， 同志 们 ， 神舟 七号 飞船 发射成功 ， 标志 着 这次 载人 航天 飞行 任务 首战告捷 ！ 我 代表 党中央 、 国务院 、 中央军委 ， 向 参加 这 一次 任务 的 全体 科技 工作者 、 干部职工 和 部队 官兵 表示 热烈 地 祝贺 ！ 胡锦涛 指出 ， 实施 神舟 七号 载人 航天 飞行 任务 ， 是 今年 我国 最具 代表性 、 最具 影响力 的 国家级 重大 科研 实践 活动 ， 是 中国 人民 攀登 世界 科技 高峰 的 又 一 伟大 壮举 。 胡锦涛 说 ， 这 一次 飞行 中 ， 我国 航天员 将 首次 实施 空间 出舱 活动 ， 任务 技术难度 更大 、 可靠性 要求 更高 ， 状态 变化 较 多 ， 对 任务 的 组织 实施 提出 了 更 高 的 标准 。 胡锦涛 说 ， 在 神舟 七号 飞船 顺利 升空 ， 准确 入轨 之后 ， 希望 同志 们 毫不 松懈 、 再接再厉 、 聚精会神 地 做好 各项 后续 工作 ， 夺取 神舟 七号 任务 的 全面 胜利 ！ 
 时政 	 胡锦涛 ： 神 七载 人 航天 任务 首战告捷 中新网 9 月 25 日电   中国 载人 飞船 神舟 七号 今天 晚间 发射成功 。 在 酒泉卫星发射中心 观看 发射 情况 的 中共中央 总书记 、 国家 主席 、 中央军委 主席 胡锦涛 发表 了 重要讲话 。 胡锦涛 说 ， 神舟 七号 飞船 发射成功 ， 标志 着 这次 载人 航天 任务 首战告捷 。 
 时政 	 质检 总局 就 中国 输日 大米 检出 甲胺磷 报道 答问 中新网 9 月 25 日电   据 国家 质检 总局 网站 消息 ， 9 月 22 日 ， 国家 质检 总局 进出口 食品 安全局 有关 负责人 就 有 媒体 报导 中国 输日 大米 检出 甲胺磷 问题 接受 了 记者 的 采访 。 记者 问 ： 近日 ， 有 媒体 以 《 “ 毒大米 ” 毒倒 日本 农林水产 省 大臣 》 为题 ， 披露 日本 农林水产 省 大臣 太田 诚一于 9 月 19 日向 首相 福田 康夫 提交 辞呈 。 日本 同时 有 媒体 声称 ， 日 农水 省 2006 年 和 2007 年度 从 中国 进口 的 大米 中有 799 吨 大米 检出 了 甲胺磷 ， 并称 日本 面粉 加工 公司 “ 三笠 食品 ” 将 其中 的 295 吨 大米 加工 成 米粉 食品 用于 食品 生产 。 上述 报道 是否 属实 ？ 答 ： 我们 注意 到 日本 一些 媒体 的 相关 报道 ， 并 与 我国 驻日 使馆 、 日本驻华使馆 、 我国 大米 出口 专营 企业 和 有关 检验 检疫 机构 对 上述 报导 的 内容 进行 了 核实 。 核查 的 情况 是 ： 日本 个别 媒体报道 中 所 涉及 的 中国 大米 ， 是 日本 农林水产 省 2003 年 前后 进口 ， 而 不是 2006 年 和 2007 年度 。 这些 大米 符合 当时 日本 规定 的 检验 标准 ， 日本 当时 未 将 甲胺磷 列入 检验 项目 ， 也 未 对 甲胺磷 进行 检测 。 日本 2006 年 5 月 29 日 开始 实施 严苛 的 “ 肯定 列表 制度 ” ， 新 规定 甲胺磷 含量 不得 超过 0.01 ppm 。 2006 年 、 2007 年 日本 农林水产 省 准备 将 上述 大米 作为 食用 大米 投放市场 时 ， 分别 检出 30 吨 和 769.92 吨 中 含有 0.05 ppm 的 甲胺磷 残留 ， 日本 农林水产 省 决定 将 这些 大米 作为 “ 非 食用 ” 米 交由 “ 三笠 食品 ” 公司 进行 处理 。 问题 发生 在 “ 三笠 食品 ” 公司 违反 日本 农林水产 省 的 规定 将 其中 近 300 吨 大米 用于 食品 加工 。 9 月 8 日 ， 国家 质检 总局 在 与 日本驻华使馆 进行 交涉 时 ， 日方 使馆 人员 表示 ， 日本 农林水产 省 将 上述 问题 大米 作为 “ 非 食用 ” 米 交由 “ 三笠 食品 ” 处理 ， 而 该 公司 没有 按规定 使用 ， 属于 日本 国内 流通 管理 问题 ， 与 中方 无关 。 中国 质检 部门 将 根据 国际标准 和 进口国 的 要求 ， 认真 履行职责 ， 加强 质量检查 ， 确保 包括 大米 在内 的 出口 食品 的 质量 安全 。 
 时政 	 贺国强 在 宁夏 慰问 回民 中学 师生 中新社 固原 九月 二十四日 电 中新社 记者 刘舒凌 正在 宁夏回族自治区 参加 成立 五十周年 庆典 的 中共 中央政治局常委 、 中央纪委 书记 、 中央 代表团 团长 贺国强 二十四日 冒雨 来到 固原市 回民 中学 慰问 师生 。 这所 坐落于 固原 新区 的 回民 中学 的 新 校区 降低 门槛 、 为 更 多 当地 贫困学生 带来 学习 深造 的 机会 。 贺国强 对 自治区 负责人 说 ， 回民 中学 的 校园 很漂亮 ， 我们 要 把 最好 的 设施 建 在 学校 。 二十四日 、 二十五日 ， 赴 宁夏 的 中央 代表团 成员 分为 三个 团队 分别 前往 五个 市 慰问 各族 百姓 。 贺国强 首日 率 部分 代表团 成员 来到 位于 宁夏 南部 山区 的 固原市 ， 在 这里 ， 干旱 缺水 的 恶劣 环境 造成 土地 贫瘠 、 百姓 贫困 。 当天 下午 ， 他 在 秋雨 中 前往 回民 中学 探访 师生 。 回中 的 学生 聚在 一楼 走廊 上 高喊 “ 欢迎 ” ， 贺国强 在 雨 中 沿 廊道 走足 一圈 ， 向 每 一位 同学 挥手致意 。 固原市 回民 中学 是 宁夏 迅速 发展 的 一所 扶贫 学校 。 学校 校长 李永智 介绍 ， 这所 学校 原来 建 在 老城区 ， 空间 小 ； 自治区 投入 巨大 资金 建设 这所新 校区 ， 面积 比 原来 大 十倍 ， 如今 三千六百 多人 在校 就读 ， 其中 百分之六十 八是 回族 学生 ， 同学 勤奋 且 成绩 优异 。 在 回答 贺国强 询问 时 ， 李永智 说 ， 百分之八十 的 回 中学生 在 学校 寄宿 ， 居住 条件 比较 好 ； 学校 面向 固原市 各县 尤其 是 山区 招生 ， 学校 由小到大 的 变化 ， 得到 百姓 乃至于 宗教 人士 的 积极支持 。 教学楼 一层 的 化学 实验室 正在 讲 “ 乙酸 的 性质 ” ， 贺国强 饶有兴致 地 和 同学 聊起 化学 。 他 问 同学 ， 是否 知道 乙酸 还有 一个 名称 ？ 同学 答道 ， 是 醋酸 。 贺国强 说 ， 对 ， 乙酸 是 一种 重要 的 化学原料 ； 宁夏 有 丰富 的 煤炭资源 ， 是 很 好 的 原料 ， 宁东 能源 化工 基地 以后 要 生产 丰富 的 化工产品 ， 希望 同学 们 为 宁夏 建设 化工 产业 作贡献 。 贺国强 还 询问 学校 是否 降低 对 学生 的 收费 ？ 一位 老师 说 ， 学校 在 免除 学生 学杂费 的 政策 基础 上 ， 还 进一步 免除 了 教学辅导 材料 的 费用 。 贺国强 问 ， 前 一 阶段 宁夏 物价上涨 ， 学生 容易 受到 影响 ， 学校 是否 有 能力 解决问题 ？ 老师 答道 ， 政府 财政 有 补贴 ， 对于 特困生 ， 学校 方面 免费 供应 餐点 ， 高中学生 也 提供 了 伙食 补助 。 贺国强 一再 提醒 学校 以及 政府 负责人 ： 一定 要 保障 好 低收入 家庭 学生 ， 让 他们 好好 完成学业 。 中央 代表团 一行 在 雨 中 浏览 了 学生公寓 、 体育场 等 设施 。 听说 学校 将 进行 二期 建设 ， 将 扩大招生 到 六千人 ， 共 一百二十个 教学班 。 贺国强 离开 学校 前 再次 表示 ， 看到 回民 中学 这么 漂亮 ， 非常高兴 ， 我们 对 教育 要 特别 关心 ， 要 把 最好 的 设施 建 在 学校 。 庆祝 宁夏回族自治区 成立 五十周年 之际 ， 民族 地区 的 教育 问题 受到 中央政府 特别 关注 。 二十三日 ， 中央 代表团 向宁 赠送 了 纪念品 ， 其中 包含 文化教育 建设 经费 人民币 六千万元 ， 将 用于 解决 宁 南山区 贫困 寄宿 学生 的 上学 问题 。 ( 完 ) 
