科技 	 全高清 双 存储 设计   JVC   HM200 套装 4350 元         作者 ： 李金昊         [ 北京 行情 ]   JVC   HM200 是 全球 第一款 支持 双 SDHC 存储卡 扩展 能力 的 民用 级 闪存式 高清 数码 摄像机 。 它 支持 同时 安装 两张 SDHC 存储卡 ， 当 使用 的 SDHC 卡 的 容量 全部 达到 32GB 时 ， 最高 可以 记录 30 小时 的 FullHD 视频 影像 。 笔者 今天 在 市面上 了解 到 ， 此款 机型 现在 的 最新 报价 为 4350 元 ， 随 产品 搭配 原装 包 、 UV 镜 、 清洁 套装 、 LCD 贴膜 。         JVC   HM200 可以 同时 安装 两张 SDHC 存储卡 ， 在 拍摄 时 如果 第一张 SDHC 卡 的 容量 已满 ， 则 视频 资料 将 自动 开始 在 第二张 SDHC 卡上 进行 记录 。 性能 方面 ， GZ - HM200 还 支持 适合 YouTube 视频 的 格式 ， 可以 方便 的 通过 iTunes 传输 视频 。 GZ - HM200 配置 了 JVC 最新 开发 的 20 倍 光学 变焦镜头 ， 具有 1 秒 快速 启动 、 便捷 检索 以及 面部 优化 功能 。 GZ - HM200 的 编码 芯片 也 经过 重新 优化 ， 码率 可达 AVCHD 最高 标准 的 24Mbps ， 耗电量 仅为 过去 产品 的 50% 。         编辑 观点 ：         JVC   HM200 是 一款 拥有 双卡槽 的 全高清 数码 摄像机 ， 成像 效果 出色 。 机身 采用 闪存 存储 小巧 轻便 ， 不仅 更加 省 电 ， 还 可以 适应 高原 等 严酷 的 环境 。 现在 此款 机型 刚刚 上市 ， 不 着急 的 消费者 可以 持币观望 一阵 。         JVC   GZ - HM200         [ 参考价格 ]   4350 元 套装 
 科技 	 千万 像素 广角 大屏   松下 FX520 黑色 机 促销         【 北京 行情 】   松下 FX520 ( 资料   报价   图片   论坛 ) 虽然 机型 稍 老 ， 但是 仍 未 脱离 主流产品 的 范畴 ， 千万 像素 、 25mm 广角 外加 三 英寸 大屏幕 显得 时尚 大方 。 今天 笔者 从 市场 上 了解 到 ， 目前 松下 这款 FX520 在 市场 上 的 报价 仅为 1769 元 ， 并且 赠送 时尚 相机包 一个 ， 喜欢 的 朋友 不妨 关注 一下 。         [ 参考价格 ] ： 松下 FX520   1769 元 （ 2009 年 7 月 1 日 ） [ 销售 商家 ] ： 京东 商城 
 科技 	 单反 新贵 到货   索尼 α 330 套机 售价 3799 元         功能 方面 ， 这 款 数码单反 基本上 延续 了 索尼 A300 的 规格 ， 比如 1020 万 像素 、 机身 防抖 功能 ， 以及 功能完善 的 实时 取景 功能 和 可 旋转式 液晶屏 。 当然 ， 相对 索尼 A300 也 有 不少 的 改进 。 除了 外形 的 更 时尚 ， 索尼 A330 也 开始 支持 SDHC 卡 ， 在 内部 图像处理 引擎 上 则 引入 了 旗舰 机型 索尼 A900 的 相关 技术 ， 成像 质量 更高 。 为了 让 更 多 人 能够 方面 地 使用 数码单反 ， 索尼 A330 在 用户界面 上 也 做 了 改进 ， 采用 了 更 多 图形化 的 菜单 ， 基本上 一看 就 容易 明白 。         编辑 点评 ： 索尼 a330 入门 新品 单反 ， 虽然 像素 不高 ， 不过 保留 了 a350 身上 的 可 旋转 LCD 屏幕 并 支持 快速 自动 对焦 适时 取景 ， 在 存储 方面 加入 对 SD 卡 的 支持 ， 可以 为 入门 用户 节约 配件 上 的 开支 。 a330 在 体积 上 更加 小巧 ， 改进 的 手柄 握持 感 不错 ， 同样 适合 女性 使用 。 尽管 不 支持 高清 录像 ， 不过 套 机仅 3799 元 的 超低 价格 决定 了 功能 上 必然 有所 限制 。         参考价格   3799 元 ( 套机 ) 
 科技 	 拒绝 被 忽悠   揭秘 最易 中招 的 相机 购买 陷阱 但凡 买 东西 ， 都 不愿 自己 中 了 购物 陷阱 ， 花大 把 的 钞票 却 没有 买 到 自己 需要 的 东西 。 数码相机 作为 一种 技术含量 较 高 的 产品 ， 其 市场 当中 的 骗局 更是 五花八门 ， 新老 骗术 、 各种 忽悠 手段 总是 会 让 消费者 中招 ， 随后 便 开始 抱怨 商家 如何 奸诈 。 但 遇到 陷阱 往 不 往里面 跳 还是 由 你 自己 决定 的 。 本文 向 大家 讲述 一些 购买 数码相机 常见 的 JS 手段 以及 与 对应 策略 ， 指出 目前 常见 的 购机 陷阱 ， 防微杜渐 ， 明白 消费 ， 远离 消费 骗局 。 每年 的 315 消费者 权益 保护 日 ， 大家 都 爱 拿 奸商 来说 事 ， 消费者 聚众 讨论 应对 策略 ， 但 真正 自己 去 卖场 买 东西 ， 还是 会 不由自主 地 陷进 了 消费 陷阱 当中 ， 低价 的 诱惑 、 追求 高 配置 、 贪图 免费 赠送 等等 购物 心理 ， 都 被 商家 所 利用 ， 一阵子 忽悠 之后 ， 往往 就 遗忘 了 自己 买 相机 的 目的 ， 原定 的 预算 以及 早早 决定 的 型号 了 ， 所以 本文 提出 的 几个 购机 陷阱 ， 目的 是 让 购机 的 消费者 打醒 精神 ， 好 让 自己 花 的 每 一分钱 都 值得 。         商家 惯用 手段 之一 ： 免费 赠送 噱头 走进 卖场 打算 购买 一台 数码相机 ， 除了 相机 本身 ， 还会 购买 一些 相关 的 附件 ， 例如 屏幕 贴膜 、 存储卡 、 相机包 等等 。 目前 卖场 商家 通常 的 做法 是 买 机送 存储卡 、 贴膜 等 配件 ， 但 羊毛出在羊身上 ， 嘴上 说 是 送 ， 其实 各种 配件 的 价钱 早已 包含 在 了 相机 的 售价 当中 。 且 标称 赠送 的 东西 一般 成本 都 不 高 ， 存储卡 算是 有据可依 ， 但是 贴膜 与 相机包 的 售价 并 不 透明 。 了解 市场 的 人士 都 清楚 ， 它们 的 成本 相当 低 ， 而 又 是 消费者 购机 时 必须 的 附件 ， 一句 赠送 ， 能揽 下 更 多 的 生意 。 商家 们 也 就 乐此不彼 了 。 作为 消费者 ， 见到 数量 庞大 的 赠品 ， 也 就 心动 了 ， 选择 上 会 不加思索 。         应对 策略 ： 天下 没有 免费 的 午餐 ， 商家 提出 购机 送 配件 固然 是 好 ， 但是 更 重要 的 是 花 多少 钱 将 它们 搬 回家 ， 购买 前先 了解 一下 相机 的 单机 价格 以及 存储卡 等 配件 的 零售价 ， 对于 这种 赠送 配件 的 促销 方式 ， 最 主要 还是 需要 掐算 一下 花出 的 钱 是否 值 回票 。 
 科技 	 时尚 速拍 广角 卡片机   尼康 S610 报价 1600         性能 方面 ， 尼康   S610 搭载 1 / 2.33 英寸 的 CCD 感光 元件 ， 有效 像素 为 1000 万 ， 最大 可以 拍摄 分辨率 为 3648 × 2736 像素 的 图片 ， 镜头 上 它 使用 了 具有 4 倍 光学 变焦 的 尼克尔 镜头 ， 拥有 28mm 广角 拍摄 功能 ， 焦距 等效于 35mm 相机 为 28 - 112mm ， 光圈 范围 F3.5 - F5.6 ， ISO 最高 可达 3200 ， 快门速度 为 1 / 1500 ～ 1 秒 ， 微距拍摄 近至   3cm 。         尼康 S610 加入 了 极速 启动 系统 ， 只 需要 0.7 秒 就 可以 完全 启动 ， 非常适合 要 抓拍 的 朋友 。 它 还 在 原先 14 种 场景 模式 的 基础 上 增加 了 运动 儿童 模式 ， 可 自动 追踪 诸如 儿童 与 宠物 这 类 拍摄 对象 的 移动 ， 确保 对焦 清晰 ， 适合 抓拍 活泼 好动 的 小孩 。         尼康 S610 采用 了 光学 VR 影像 减震 功能 ， 它 可以 补偿 在 低 照明 条件 下 的 相机 抖动 或 当 拍摄 不 稳定 对象 而 产生 的 模糊 现象 ， 提供 相当于 提高 3 档 快门速度 进行 拍摄 ， 以 帮助 获得 更 清晰 的 效果 。         编辑 观点 ： 综上所述 ， 尼康 S610 外形 时尚 新颖 ， 质感 十足 。 尼康 S610 拥有 的 各种 功能 足以 满足用户 需求 ， 目前 商家 报价 1600 元 。         【 品牌 型号 】   尼康 S610         【 参考价格 】   1600 元 
 科技 	 智能 高清 小长 焦   10 X光 变 索尼 H20 仅 2150         索尼 DSC - H20 的 三围 尺寸 是 107x69x47mm ， 重 250g ， 作为 一款 10 倍长 焦 产品 而言 非常 小巧 。 H20 拥有 1210 万 有效 像素 ， 搭配 了 1 / 2.3 英寸 大 小S uper   HAD   CCD 传感器 。 通过 卡尔 · 蔡司 认证 的 10 倍 光学 变焦镜头 拥有 不错 的 光学 素质 ， 其 等效 焦距 为 38 - 380mm 、 光圈 范围 为 F3.5 - 4.4 ， 支持 双重 防抖 功能 。 相机 同时 提供 了 智能 场景 识别 和 手动 曝光 功能 ， 大大的 提升 了 消费者 的 动手 乐趣 。         索尼 DSC - H20 提供 最新 的 智能 场景 以及 面部 识别 等 自动 功能 。 该机 的 背后 是 一块 3.0 英寸 、 23 万 像素 的 大 尺寸 LCD ， 它 使用 专用 的 锂离子 电池 供电 ， 以 MS   Duo 系列 记忆棒 作为 存储介质 ， 并且 带有 HDMI 高清 输出 接口 。 为 应对 多样 的 拍摄 需要 ， 索尼 DSC - H20 中 加入 了 720p 动态 影像 拍摄 功能 ， 能够 输出 分辨率 相当于 传统 动态 影像 约 3 倍 的 高画质 影像 。         【 产品型号 】 索尼 H20         【 商家 报价 】 2150 元 
 科技 	 热门 中端 单反 强机   尼康 D300 售价 9700 元         尼康 D300 是 一款 拥有 1200 万 像素 成像 能力 的 中端 单反相机 。 D300 具备 51 点 的 高精度 对焦 系统 ， LIVE   VIEW 液晶屏 实时 取景 功能 。 尼康 D300 的 连 拍 速度 可以 达到 每秒 6 张 ， 在 使用 外置 电池 手柄 时 ， 则 可以 达到 每秒 8 张 ， 连 拍 能力 十分 强悍 。 尼康 D300 和 D3 一样 新 搭载 了 尼康 最新 的 EXPEED 影像 处理器 ， 值得一提的是 ， 这 款 处理器 采用 Capture   NX 相同 的 处理 运算法 以及 NR 功能 ,   并 具低 功率 的 特性 ， 赋予 绝佳 的 影像 品质 。         尼康 D300 也 拥有 LIVE   VIEW 液晶屏 实时 取景 功能 ， 同时 也 是 继 奥林巴斯 、 佳能 之后 第三家 支持 LIVE   VIEW 的 厂商 。 为了 满足 优秀 的 取景 和 回放 效果 ， 尼康 D300 也 使用 了 跟 D3 一样 的 一块 3 英寸 、 92 万 像素 液晶屏幕 。         尼康 D300 提供 了 51 个 对 焦点 组成 的 高精度 AF 对焦 系统 ， 其中 包含 了 15 个 十字型 对 焦点 。 感光度 设定 为 ISO200 - ISO3200 ， 最高 可 扩展 至 ISO6400 。 快门速度 范围 是 1 / 8000 秒 - 30 秒 ， 相机 启动 时间 为 13 毫秒 ， 快门 时滞 仅为 45 毫秒 。         【 产品型号 】 尼康 D300         【 商家 报价 】 9700 元 
 科技 	 轻便 紧凑型 长焦   富士 S2000HD 仅售 1870 元         作者 ： 徐骞         FinePix   S2000HD 能够 支持 拍摄 分辨率 达 1280 × 720 的 高清 录像 以及 3648 × 2056 / 1920 × 1080 像素 （ 16 ： 9 格式 ） 的 静态 图像 ， 而 高清 输出 数字 接口 则 保证 用户 能够 在 高清 数字电视 上 尽情 享受 所 拍摄 的 高清 电影 和 图片 的 乐趣 。 可 选购 的 遥控器 则 将 让 您 的 播放 更为 简单 、 舒适 而 富有 娱乐性 。         在 紧凑 小巧 的 机身 上 ， FinePix   S2000HD 装载 了 一枚 功能 强悍 的 高精度 富士 龙 镜头 ， 拥有 15 倍 的 超大 光学 变焦 ， 更为 难得 的 是 该 镜头 还 具有 27.6 mm 的 大 广角 ， 焦段 范围 为 27.6 - 414mm （ 相当于 35mm 相机 ） 。 无论 对于 拍摄 富有 冲击力 的 风景 照片 ， 还是 大 场面 的 集体 照片 ， 以及 远距离 的 运动 照片 和 野生动物 抓拍 ， FinePix   S2000HD 都 能 应付自如 。 CCD 位移 光学 防抖 和 超 高感光度 结合 所 带来 的 多重 防抖 功能 可以 让 FinePix   S2000HD 高效 的 防止 手抖 及 被 拍摄 物体 运动 所 带来 的 图像 模糊 ， 为 您 拍摄 锐利 、 清晰 的 照片 提供 了 坚实 的 保证 。 甚至 在 长焦端 和 低 光照 环境 下 您 也 无需 担心 图像 抖动 的 发生 。         为了 能够 更 完美 的 捕捉到 高速 运动 的 拍摄 目标 的 连续 动作 ， FinePix   S2000HD 的 连 拍 速度 达到 了 惊人 的 13.5 fps ， 最 多 能够 连续 拍摄 33 幅 图像 （ 3MP ） 。 有 了 这 一 功能 ， 用户 可以 更 高效 的 抓拍 到 跑动 中 的 小孩 的 连续 动作 、 体育比赛 的 精彩画面 以及 多姿多彩 的 野生动物 世界 。 而 改进 的 回放 系统 能够 让 用户 更为 简单 快速 的 根据 自己 的 喜好 来 分类 的 浏览 所 拍摄 的 录像 或者 连 拍照片 ， 或者 以 普通 的 方式 更 高速 的 寻找 所 需要 的 照片 。         富士 胶片 备受 赞誉 的 脸部 优先 技术 依然 运用 在 了 FinePix   S2000HD 身上 ， 最新 的 脸部 优先 技术 可以 在 超短 的 时间 内 识别 最 多达 10 张人 的 脸部 。 这一 技术 不仅 能 保证 人脸 的 对焦 精准 和 脸部 的 曝光 准确 ， 同时 还 能 将 曝光 瞬间 的 白平衡 设置 到 最佳 位置 以 保证 照片 的 色彩 平衡 。 此外 ， FinePix   S2000HD 还 具有 即时 变焦 功能 ， 可以 在 LCD 屏幕 上 即时 观看 主体 周围 的 区域 然后 决定 如何 构图 ， 以 方便 您 取得 最佳 的 构图 效果 ， 其 速度 也 比 光学 变焦 速度 更 快 。 这一 功能 对于 拍摄 运动 物体 非常 有效 ， 比如 拍摄 正在 踢球 的 孩子 和 奔跑 的 宠物 等 。         富士 ( Fujifilm )   S2000HD         [ 参考价格 ]   1870 元 
 科技 	 高性价比 便携 长焦 DC   三星 WB500 售价 1940         作者 ： 袁源         WB500 以 24mm 超大 广角 10 倍 光学 变焦 的 施耐德 镜头 为 特色 ， 确实 是 相当 诱人 的 指标 参数 ， 光圈 范围 f / 3.3 ( W ) - f / 5.8 ( T ) 。 有 两种 高宽比 4 : 3 , 16 : 9 选择 ， 影像 解析度 为 3648 × 2736 ( 1000 万 像素 ) 。 如此 的 搭配 ， 让 WB500 轻松 实现 一机 走 天下 ， 大 广角 风景 ， 长 焦人 像 运动 ， 无一不能 胜任 。 光学 防抖 为 标准配备 ， 帮助 降低 手抖 。 此外 ， WB599 也 提供 丰富 的 手动 功能 满足 摄影者 的 需求 ， 包括 手动 快门速度 从 16 - 1 / 1500 秒 ， 以及 调整 焦点 和 光圈 设定 等 。         WB500 的 感光度 选择 从 ISO   80 - 1600 ， 最高 可以 扩展 到 ISO   3200 。 此外 ， WB500 也 支持 720P 录像 功能 ， 帧 速率 可达 30fps （ 每秒 / 张 ） 采用 H.264 编码 压缩 ， 拍摄 时间 依照 存储卡 大小 决定 。 为了 进一步 帮助 拍摄 人像 ， WB500 具备 了 面部 识别 ， 笑脸 快门 和 眨眼 识别 等 功能 ， 非常 便利 。 WB500 机背 配置 了 一 大型 2.7 英 ? 23 万 像素 的 LCD ， 尺寸 105.0 × 61.4 × 36.5 mm ， 重量 未知 ， 电池 类型 为 锂离子 可 再 充电电池 。         三星 ( SAMSUNG )   WB500         [ 参考价格 ]   1940 元 （ 送 LCD 贴膜 、 读卡器 和 4GB   SD 卡 ） 
 科技 	 30G 硬盘 带 光学 防抖   松下 H288 套 机售 4100         作者 ： 李金昊         [ 北京 行情 ]   松下 H288 是 一款 拥有 240 万 像素 ， 采用 3CCD 系统 的 硬盘 摄像机 。 它 具备 30GB 的 硬盘容量 和 O . I . S 光学 防抖 功能 。 有 经销商 对 这款 松下 H288 现在 的 报价 为 4100 元 ， 随 产品 还 赠送 4GB 高速 卡 、 备用 加厚 电池 、 相机包 、 保护 贴 、 专业 UV 镜 。         松下 H288 拥有 30GB 的 硬盘容量 ， 可以 实现 无间断 拍摄 ， 拍摄 时间 最长 可达 27 小时 。 而 3CCD 技术 和 10 倍 光变 的 徕 卡 DICOMAR 镜头 的 使用 则 为 画质 提供 了 良好 的 保证 ， 新一代 的 水晶 引擎 则 让 影像 处理 更加 快速 和 高效 。         编辑 观点 ：           松下 H288 拥有 的 30GB 硬盘 可以 实现 长时间 的 拍摄 ， 3CCD 的 感光 处理 元件 还原 了 逼真 的 影像 效果 。 光学 防抖 保证 了 影像 的 稳定 ， 而 2.7 英寸 的 宽 比例 液晶屏 ， 则 带给 了 使用者 更好 的 视觉 感受 ， 推荐 中端 家庭用户 选择 。         松下 SDR - H288GK         [ 参考价格 ]   4100 元 套装 
 科技 	 优质 入门 单反相机   索尼 A230 仅售 3300 元         索尼   A230 延续 了 索尼 一贯 的 设计 风格 ， 与 其他 A 系列产品 比 起来 可谓 是 中规中矩 ， 整机 硬朗 中 略带 一丝 圆润 。 由于 该机 的 机身 左右 两侧 都 设计 了 磨砂 外壳 ， 更加 方便 握持 而 有效 减少 了 滑落 的 可能 。         索尼 A230 采用 的 是 一颗 尺寸 为 23.6 × 15.8 mm 的 CCD 影像 传感器 ， 有效 像素 高达 1020 万 ， 配合 强大 的 Bionz 影像 处理器 ， 能够 轻松 重现 更 细腻 清晰 的 画面 ， 还原 真实 生动 的 色彩 。 时尚 彩色 图标 的 显示方式 ， 很 好 地 满足 了 单反 用户 的 个性化 需求 ， 不论是 使用 ， 还是 操控 性能 都 令人满意 。 同时 还 采用 了 A900 的 后期 图像处理 算法 ， 全面 优化 了 DRO 和 自动 白平衡 的 功能 ， 动态 范围 更大 ， 色彩 还原 度高 ， 有效 降低 噪点 让 画面 更加 清晰 锐利 。         编辑 点评 ： 索尼 A230 外观 出色 ， 性能 卓越 ， 实在 是 入门级 单反相机 的 首选 。 加之 出色 的 防抖 功能 ， 成像 效果 ， 也 算是 性价比 很 高 的 产品 了 。 喜欢 的 朋友 不妨 多多 留意 。         参考 报价 ： 3300 元 
 科技 	 支持 CA 认证   KSD 推出 三款 CMMB 移动 电视 国产 数码 影音 品牌 KSD 日前 发布 了 三款 移动 数字电视 产品 K150 、 K120 、 K100 ， 无需 再 单独 购买 解密 卡 即可 收看 CMMB 移动 数字电视 是 这 三款 产品 的 最大 特点 ， 这 也 将 为 我们 节省 一笔 不小 的 开支 。 这 三款 机器 都 支持 RM / RMVB / APE / FM 收音 / FM 录音 / 图片 浏览 、 微软 音效 功能 ， 都 具有 外放 喇叭 ， 支持 TF 卡 扩展 ， 整体 功能 十分 强大 。 KSD   K150 还 为 产品 配备 了 流行 的 触摸屏 ， 并且 带有 闹钟 功能 。 KSD   K150   K150 采用 了 超窄 边框 和 触摸屏 设计 ， 它 采用 的 是 4.3 英寸 高亮 TFT 触摸屏 ， 分辨率 达到 了 480 * 272 ， 显示 效果 相当 出色 。 KSD   K150 支持 CMMB 标准 电视节目 接收 和 广播节目 收听 ， 通过 广电 CA 解密 ， 还 支持 电视 内录 功能 。 当然 ， 除了 具有 移动 电视 功能 外 ， K150 还 具备 主流 的 音视频 播放 能力 。 支持 RM 、 RMVB 、 AVI 、 FLV 等 主流 视频格式 文件 播放 ， 网络资源 丰富 。 支持 MP3 、 WMA 、 WAV 以及 无损压缩 APE 、 FLAC 格式 音乐 播放 ， 内置 多种 播放 模式 与 EQ 模式 可 供选择 ， 并 搭载 了 微软 PlayFX 音效 。 当然 ， 图片 浏览 、 电子书 、 闹钟 等 实用功能 对于 K150 来说 也 都 不在话下 ， 表现 非常 突出 。 KSD   K120KSD   K120 同样 采用 了 4.3 英寸 屏幕 拥有 较 高 的 耐磨损 和 抗击 能力 ， 而且 金属 质感 也 很 强烈 。 K120 同样 可以 接收 到 加密 的 节目 ， 音频 、 视频 播放 能力 同样 强大 ， 只是 与 K150 不同 的 是 ， 采用 了 按键 设计 ， 而 不是 触摸 操作 。 浏览 图片 、 电子书 等 常用 功能 一个 都 不少 。 KSD   K100 与 K120 、 K150 比较 起来 ， K100 则 显得 有些 小巧 ， 它 采用 了 3.5 英寸 的 屏幕 ， 便携性 更强 。 K100 采用 时尚 简洁 的 外观设计 ， 更 适合 年轻 时尚 一 族 。 K100 同样 是 一台 多功能 的 强机 ， 除了 收看 CMMB 移动 数字电视 之外 ， 还 具有 实用 的 音频视频 播放 、 FM 收音机 、 电子书 等 功能 ， 可以 满足 你 的 移动 影音 需要 。 KSD 此次 发布 的 这 三款 产品 ， 各有特点 ， 但 都 不用 解密 卡 即可 收看 CMMB 功能 ， 而且 影音 功能 也 很 强大 。 据悉 ， 这 三款 产品 将 于 近期 登陆 各大 卖场 ， 喜欢 的 朋友 一定 要 多多 关注 一下 。 
 科技 	 最高 尽达 300 元   近期 降价 MP3   MP4 一览 近期 国产 高清 MP4 在 国内 市场 的 火热 程度 可谓 无人 能比 ， 市场 上 除了 iPod 系列产品 的 销售 免受 影响 之外 ， 其他 产品 均 遭受 了 不同 程度 的 影响 。 面对 这样 的 尴尬 境地 ， 也 为了 顺应 市场 的 变化 ， 这些 产品 不得不 通过 降价 来 刺激 销量 。 今天 ， 笔者 就 为 大家 带来 了 6 款 近期 售价 进行 了 调整 的 产品 ， 有 兴趣 的 朋友 不妨 了解 一下 。 COWON   S9 容量 ： 8GB / 16GB   报价 ： 1590 元 / 1890 元 编辑 点评 ： COWON   S9 采用 了 3.3 英寸 1600 万色 AMOLED 屏幕 ， 该 屏幕 属 电容 性 触控板 ， 具有 自 发光 特点 无需 背光 片 ， 使 显示 色彩 饱和度 达到 了 10000 ： 1 。 S9 还 搭载 了 重力 感应 系统 、 DIY 个性 设置 等 功能 。 COWON   S9 采用 了 全球 最新 的 音响 级 声效 调节 技术 BBE + ， 升级 之后 的 BBE ， BBE + 与 Mach3Bass 、 3D   Surround 、 MP   Enhance 等 音效 搭配 并 通过 JetEffect   2.0 音效 调节 软件 为 S9 提供 了 更 自然 、 优秀 的 音质 ， 让 用户 享用 专业 录音棚 设备 或 发烧音响 带来 的 震撼 感 唾手可得 。 自动 过滤 乐曲 瑕疵 、 修补 丢失 的 音频 信号 。 歌美 X690HD   容量 ： 8GB   报价 ： 599 元 编辑 点评 ： 歌美 X690HD 采用 4.3 英寸 超大 屏幕 ， 支持 微软 音效 、 RM 直播 及 TV - OUT 功能 。 该机 最大 的 特点 在于 高清 播放 ， 是 一款 “ 720P 、 10M 码流 、 无色 块 ” 的 高端 数码 播放器 。 另外 FM 功能 、 车载 发射 功能 、 图片 浏览 功能 等 一应俱全 。 爱国者 MP5 - MK3510 容量 ： 8GB   报价 ： 699 元 编辑 点评 ： 爱国者 MP5 - MK3510 采用 4.3 英寸 显示屏 ， 支持 480 × 272 像素 ， 兼容 RM 、 RMVB 、 AVI 、 FLV 、 DAT 、 MPG 、 MPEG 等 视频格式 ， 可 支持 720P （ 1280 * 720 ） 高清 分辨率 。 能够 播放 MP3 、 WMA 、 FLAC 、 APE 等 音频格式 ， 并 具备 BBE 、 SRS 音效 和 手动 EQ 调节 。 在 实现 音视频 播放 的 同时 ， 爱国者 MP5 - MK3510 还 可以 浏览 JPG 、 BMP 、 GIF 格式 的 图片 ， 阅读 TXT 电子书 ， 接收 FM 调频 ， 外放 输出 、 MicroSD 卡 扩展 。 爱国者 MP5 - MK3510 整机 体积 为 133mm × 87mm × 154mm ， 重 185g 。 拥有 2200mAh 的 锂离子 电池 ， 能够 进行 10 小时 音频 播放 和 4 小时 视频 播放 。 iriver   T6   容量 ： 2GB / 4GB   现价 ： 349 元 / 399 元 编辑 点评 ： iriverT6 提供 了 一块 1.8 英寸 的 液晶 显示器 ， 支持 Mp3 、 wma 的 格式 的 播放 ， 并且 提供 了 歌名 ， 专辑 名 与 音乐 评分 等 功能 。 同时 iriverT6 还 提供 了 简单 的 图片 浏览 功能 ， 可以 浏览 JPG 、 BMP 等 格式 的 图片 。 除此之外 iriverT6 还 提供 了 FM 收音机 功能 ， 可以 接受 76.00 - 108Mhz 频段 的 信号 。 Msplayer   容量 ： 2GB   报价 ： 365 元 编辑 点评 ： 流氓兔 MP3 和 iriver 之前 推出 的 米老鼠 MP3 相似 点 在于 同 为 耳朵 赋予 了 强大 使命 ， 音量 增减 、 曲目 切换 ， 拧 一 拧 扭 一 扭 瞬间 完成 。 但 Msplayer 显然 进步 不少 ， 它 采用 五维 导航 杆 设计 ， 操作 起来 更 直观 而且 还有 发光 LED 灯 提示 当前工作 状态 。 因为 没有 屏幕 ， 所以 这 类 数字 播放器 均 只有 音乐 播放 的 单一 功能 。 纽曼 ManMan   A3       容量 ： 4GB   报价 ： 379 元           总结 ： 以上 介绍 的 6 款 产品 中 ， COWON   S9 降价 幅度 最高 ， 无疑 也 是 音质 最好 、 品质 最 优秀 的 产品 。 S9 的 售价 与 苹果 iPod 相当 ， 但 功能 不及 touch ， 音质 比 touch 出众 ， 对于 追求 音质 的 朋友 来讲 是 目前 市场 一款 不可多得 的 产品 。 
 科技 	 自拍 利器   奥林巴斯 FE - 5010 售价 仅 1350 元         FE - 5010 配置 了 全新 升级 的 16 张 脸部 识别 技术 和 智能 场景 拍摄 模式 。 采用 脸部 识别 技术 ， 即使 被 摄 人物 在 移动 也 能 进行 清晰 的 拍摄 。 FE - 5010 上 装备 了 全新 开发 的 智能 拍摄 模式 ， 能 自动 判断 五种 不同 场景 （ 肖像 ， 风景 ， 夜景 人物 ， 微距 ， 运动 ） ， 拍摄 时 相机 自行 识别 拍摄 场景 ， 用户 只 需 按 下 快门 即可 得到 理想 的 照片 。         FE - 5010   厚度 仅为 20.6 mm ， 但 配置 了 36mm ~ 180mm （ 换算 成 35mm 相机 ） 的 5 倍 光学 变焦镜头 。 加大 的 变焦 性能 的 同时 仍 保持 了 超薄 性能 机身 可 将 被 摄体 拍 得 更 大 更 清晰 ， 这使 拍摄 得到 了 极大 的 拓展 。 所以 ， 哪怕 是 一个 初学者 ， 也 能 方便 地 拍摄 出 高清晰 的 图片 。         编辑 点评 ： 奥林巴斯   FE - 5010 是 一款 外观 时尚 ， 具备 1200 万超 高像素 成像 能力 的 卡片机 。 轻薄 小巧 ， 外观 靓丽 全金属 的 时尚 机身 包括 粉红色 ， 黑色 和 银色 三种 不同 的 颜色 选择 。 是 自 拍族 一族 包包 里 不可 缺少 的 " 利器 " ， 感兴趣 的 朋友 不妨 考虑一下 。           产品型号 ： 奥林巴斯   FE - 5010   （ 1350   元         双原 电 ， 行货 未税 ） 
