时尚 	 组图 ： 2008 年度 最佳 着装 女明星 在 这 一年 里 ， 有人 横空出世 ， 有人 惊艳 复出 ， 有人 一如既往 地 追求 无懈可击 的 公众形象 ， 有人 从 过去 的 一片 混沌 中 蜕变 出 好 品味 。 值得 我们 效仿 的 不止 是 她们 的 穿衣 风格 ， 还有 她们 的 自信 与 勇气 。 Rihanna 无论是 在 流行 乐坛 还是 时尚界 ， 她 都 是 首屈一指 的 itgirl 。 从 华丽 的 Giambattista   Valli 黄色 晚礼服 到 新潮 的 ZacPosen 紫色 羽毛 裙 她 都 能 演绎 得 头头是道 。 她 率先 戴上 今年 最 流行 的 夸张 耳饰 ， 她 的 短发 也 被 许多 女明星 效仿 。 虽然 她 的 大腿 很 粗壮 ， 却 总是 自信 满满地 穿 上 迷你裙 ， 而且 人们 也 总是 夸 它们 既 修长 又 健美 。 Gwyneth   Paltrow 她 的 复出 惊艳 了 整个 时尚 圈 ， 35   岁 的 她 显得 比 以往 任何 时候 都 更 完美 。 她 能 把 短裙 穿 出 经典 和 高贵 感 ， 这 一方面 要 归功于 她 那双 总是 稳稳 穿着 超 高跟鞋 的 无可挑剔 的 美腿 ， 另一方面 是因为 她 最 青睐 黑 白色 。 另外 ， 今年 的 Bob 头 风潮 也 是 她 带动 起来 的 。 Fergie 她 终于 告别 了 露 肚皮 、 扭大 臀 的 混沌 时期 ， 一个 精致 版 的 Fergie 诞生 了 。 从 Grammy 颁奖典礼 上 简洁 的 CalvinKlein 黄色 晚礼服 到 平时 上街 时 的 帅气 宽松 短裤 和 娃娃 领短 上衣 ， 她 的 转变 告诉 我们 ， 能够 收放自如 的 女人 才 是 最 迷人 的 。 Anne   Hathaway 她 在 这 一年 里 的 感情生活 并 不顺 坦 ， 但是 这 丝毫 不 妨碍 她 在 红地毯 上 熠熠生辉 。 拥有 高挑 丰满 的 身材 和 醒目 五官 的 她 不仅 可以 胜任 华丽 复古 的 Roberto   Cavalli 银色 单肩 裙 和 性感 的 Marchesa 黑色 高叉 礼服 ， 穿 黑色 中性 外套 戴小 礼帽 也 一样 很酷 。 
 时尚 	 组图 ： 时尚 货车 帽 打造 帅气 潮流 美女 编者按 ： 香港 、 日本 潮流 风潮 大起 ， 货车 帽 迅速 风靡 街头 。 如果说 男生 的 棒球帽 是 用来 耍酷 的 ， 那么 女生 就是 是 用 卡车 帽来 扮 可爱 的 。 一顶 棒球帽 ， 一身 或 帅气 或 甜美 的 装扮 在 女孩 身上 体现 出来 显得 韵味 十足 。 女人 的 纤细 骨感 加上 酷酷 的 休闲 装扮 ， 将 帅气 可爱 进行 到 极致 。 单品 推荐 ： 黑色 货车 帽上 的 超 卡哇伊 图案 很 是 可爱 ， 每个 女孩 一定 都 会 爱不释手 的 ！ 单品 推荐 ： 粉绿 组合 的 货车 帽 十分 个性 ， 简单 的 线条 图案 十分 百搭 ， 很 适合 前卫 张扬 的 MM 哦 。 单品 推荐 ： 玫瑰 粉 搭配 宝石蓝 鲜艳夺目 ， 极具 视觉 冲击力 的 色彩 和 图案 绝对 会 引发 回头率 哟 。 单品 推荐 ： 字母 和 笑脸 图案 的 货车 帽 十分 惹人 喜爱 ， 甜美 的 色彩 在 夏天 十分 百搭 。 
 时尚 	 林志玲 ： 优雅 态度 穿 出 品位 ( 组图 ) 今年 的 金融危机 影响 了 很多 人 的 工作 乃至 生活 ， 但是 越是 这样 ， 我们 越 要 快乐 生活 。 而 shopping 方面 ， 性价比 就 变得 越来越 重要 ， 即使 花不多 的 钱 也 要 快乐 消费 ， 享受 优雅 。 这是 今年 消费 的 趋势 ， 也 是 本次 五一 专刊 的 主题 。 由 时尚 圈出 道 ， 林志玲 凭借 靓丽 外表 和 优雅 气质 迅速 上位 ， 成为 超级 模特 。 2004 年首 执第 41 届 台湾 电影 金马奖 话筒 ， 更 显露出 出众 口才 与 魅力 ， 开始 成为 大陆 及 港台地区 最具 人气 的 人物 之一 。 近年 ， 林志玲 的 事业 发展 更 走向 多元 辉煌 。 2007 年 ， 林志玲 在 好莱坞 投资 、 吴宇森 导演 的 恢宏 巨片 《 赤壁 》 中 担当 女主角 ， 将 她 的 优雅 和 高贵 在 大 银幕 上 完美 呈现 ， 其 在 亚太地区 以及 全球 的 影响力 日益 展露 。 而 她 发自内心 的 慈善 关怀 与 善举 更 让 她 成为 完美 优雅 女性 的 化身 ， 因此 浪琴表 特别 委任 其为 品牌 全球 优雅 形象大使 。 你 怎么 看待 “ 快乐 消费 ” ？ 快乐 消费 就是 无论 实体 或 精神 上 ， 能 让 自己 有 会心一笑 的 快乐 感 。 相反 地 ， 如果 不 需要 的 东西 ， 借贷 来 购买 ， 或 超越 能力 所及 因 虚华 而 购买 就 不是 快乐 消费 。 你 有 过 怎样 的 快乐 消费 心得 ？ 让 我 最 快乐 的 消费 方式 就是 让 身旁 的 人 快乐 。 人 辛勤工作 就是 希望 让 身旁 的 人 有 质量 地 生活 。 家人 、 朋友 以及 我们 不 认识 但 需要 我们 帮助 的 ， 当 给予 ， 当 分享 时 ， 那 是 无限大 的 快乐 满足 。 如何 锻造 一个 女人 的 优雅 气质 ， 你 有 什么 建议 ？ 你 是 如何 培养 自己 优雅 气质 的 ？ “ Elegance   is   an   attitude 优雅 是 一种 态度 ” ！ 我 觉得 优雅 更 多 的 不是 形容 外表 ， 而是 形容 一种 修养 与 内涵 。 优雅 是 慷慨 、 分享 、 人性 与 关爱 ， 是 一种 高贵 的 品质 。 多学 一些 可以 增加 你 优雅 指数 的 东西 很 有用 ， 比如 乐器 、 舞蹈 之类 的 。 在 演 《 赤壁 》 之前 ， 我 学习 了 书法 、 茶道 、 古琴 、 语言 … … 虽然 都 只学 了 一点点 ， 但是 受益匪浅 ， 我 认为 学习 一些 中国 传统 的 技艺 对 提高 女孩子 修养 和 优雅 气质 都 很 有 好处 。 通常 参加 Party 或 活动 ， 你 都 有 什么 必备 的 “ 优雅 宝贝 或 秘诀 ” ？ 有 爱 就 有 优雅 ， 有善 就 有 优雅 。 Party 必备 好 心情 、 得体 仪容 ， 我 的 秘诀 就是 一定 洗个 澡 再 出门 。 如果说 还有 什么 优雅 秘诀 ， 头发 是 很 可以 彰显 不同 气质 的 多变 “ 阵地 ” ， 如果 想要 优雅 些 ， 可以 将 头发 散 下来 ， 配扎 不同 的 辫发 。 当然 ， 小 物件 也 是 非常 有 灵性 的 ， 很多 单品 都 可以 为 你 的 魅力 加 分 。 一款 具有 优雅 气质 的 腕表 或 一两件 大方 得体 的 珠宝 都 不失为 增加 优雅 气质 的 好 法宝 。 你 曾经 有 过花 不 多 的 钱 买 到 很多 快乐 的 经历 吗 ？ 我 曾 花 不 多 的 钱 买 了 一件 白 T - shirt ， 大家 买到 都 在 上面 随意 手绘 ， 写下 自己 想 说 的话 ， 画上 自己 喜欢 的 图 ， 一口气 买 了 30 件 。 其中 绘画 了 的 那件 衣服 我 到 现在 还 留 着 呢 。 最 开心 的 是 所 买 衣服 的 钱 也 都 捐给 了 红十字会 的 小朋友 。 我 想 这样 有趣 又 有 意义 的 消费 应该 是 最 快乐 的 ， 也 最 容易 让 人 记得 ， 我 很 乐意 花钱 去 买 这样 的 快乐 ， 帮助 有 需要 的 人 。 面对 今年 的 经济 形势 ， 你 的 消费 方向 、 消费 预算 会 有 变化 吗 ？ 会 更 偏重 怎样 的 消费 方式 呢 ？ 消费 方式 上 会 开源节流 ， 金融 不景气 更要 充实 自己 ， 等到 景气 了 ， 我们 就 可以 一起 起跑 加油 啦 ！ 预算 要 有 priority   list ， 减少 不需 消费 ， 衣食住行 、 娱乐 大家 都 可以 自己 分配 喽 。 当然 ， 买 东西 也 一定 要 注重 实用性 和 性价比 哦 ！ 优雅 时空 优雅 是 跨越 时空 的 永恒 经典 。 当 优雅 精神 成为 我们 装点 美丽 生活 的 快乐 方式 时 ， 精美 的 腕表 为 人们 带来 前所未有 的 跨越 时空 的 永恒 享受 。 如同 以 优雅 名扬 国际 的 浪琴表 一般 ， 腕表 融合 了 精湛 科技 技术 和 时尚 创新 精神 ， 华丽 造型 展现 独特 摩登 品位 ， 高贵 品质 打造 经久不衰 的 典藏 珍宝 。 当 快乐 消费 上升 到 精神境界 中 ， 昂贵 的 腕表 也 能 与 灿烂 心情 碰撞 出 乐趣 的 火花 。 “ 优雅 态度 ， 真 我 个性 ” ， 优雅 的 腔调 歌唱 出 随性 快乐 。 浪琴表 嘉岚 系列 阿加西 钻石 腕表   25400 元 优雅 浪漫 的 嘉岚 系列 的 圆浑 表框 ， 配合 18K 白金 的 表壳 设计 ， 纤薄 简约 令表身 的 剪裁 诠释 更为 优雅 气派 。 时间 对 每 一个 人 来说 都 非常 重要 ， 一枚 舒适 、 优美 和 可靠 的 嘉岚 阿加西 钻石 腕表 ， 一种 冷傲 ， 一种 雅致 ， 便是 时间 与 品位 的 见证 。 宝格丽 Zero1 系列 手镯 腕表   23100 元 小巧 而 圆润 的 表盘 精致 而 华丽 ， 淡蓝色 的 珍珠 贝母 把 12 颗 钻石 衬托 得 如此 夺目 。 手环 式 的 表带 设计 将 时装 性 与 实用性 相结合 。 圆形 表圈 和 手环 上均 刻有 “ BVLGARI - BVLGARI ” 的 字样 ， 形成 一派 高调 风格 。 整体 设计 非常 简洁 大气 ， 无论 搭配 正装 还是 晚装 都 是 你 不错 的 选择 。 浪琴表 L990 中国 限量版 腕表   34300 元 浪琴表 L990 腕表 系列 是 为了 满足 钟表 爱好者 对 优雅 腕表 的 追求 ， 特别 凭借 其 经典 简约 迎合 中国 顾客 品位 而 设计 的 。 以 18K 玫瑰 金 表壳 配衬 银白色 表面 ， 表面 上 细致 的 圆形 表槽 ， 流露 简约 优雅 的 风格 ， 凸显出 品牌 一贯 “ 优雅 态度 ， 真 我 个性 ” 的 精神 。 
 时尚 	 组图 ： 70 后 大S 穿 裙 赢 过 年轻 女孩 作为 70 后 的 时尚 领军人物 ， 大S 总是 给 人 甜美 可爱 的 感觉 ， 已经 年 过 30 的 我们 面对 本季 最 流行 的 连衣裙 ， 到底 怎么 选择 才能 穿 出 大S 式 的 可爱 感觉 呢 ， 她 亲身 示范 10 款 连衣裙 ， 全面 介绍 扮嫩 秘诀 。 花朵 装饰 扮嫩 最 自然 搭配 Tips ： 黑 白色 的 连衣裙 最 适合 30 + 的 熟女 们 ， 当然 这种 基础 色会 显得 十分 沉稳 老气 ， 花朵 的 装饰 扮嫩 效果 十分 自然 。 黄色 连衣裙 上 的 荷叶 边 也 能 增添 可爱 气质 。 花苞 款式 掩藏 成人 胖 搭配 Tips ： 抹胸 的 花苞 裙 简单 大方 ， 膨胀 的 花苞 裙摆 还 能 隐藏 腰腹 以及 腿部 的 赘肉 ， 十分 适合 体态 丰满 的 OL 们 。 高腰 设计 的 度假 风 连衣裙 起到 同样 功能 。 少女 系 颜色 摆脱 黄脸婆 恶名 搭配 Tips ： 对比 鲜亮 的 各种 彩色 都 可以 搬 上身 ， 这种 明媚 的 少女 色 自然 能 给 你 白皙 的 肤色 ， 当然 颜色 不能 太 繁杂 。 纯色 裙要 有 设计 亮点 搭配 Tips ： 灰色 的 裙装 高雅 又 知性 ， 领口 的 设计 精致 又 可爱 。 同样 粉色 的 款式 也 在 领部 有 别致 的 设计 ， 足以 让 你 身边 的 小 同事 称赞 。 
 时尚 	 组图 ： OL 一周 搭配 日记   雪纺 蕾丝 最 好看 不知 从 什么 时候 起 ， OL 似乎 已经 成为 了 时尚 的 代名词 。 拿 着 不菲 的 薪水 ， 享受 着 多彩的 生活 ， 疯狂 Shopping 是 她们 的 娱乐 ， 丰富 的 夜生活 更是 她们 的 必修课 。 仿佛 永远 拥有 充满 时尚 自信 和 优雅 的 气质 ， 使人 在 人群 中 一眼 就 能 将 她们 辨认出来 。 喜欢 这样 的 感觉 ？ 那 就 一定 不能 错过 下面 的 OL 一周 搭配 日记 喽 ！ 无论 你 是 OL 还是 渴望 变身 OL ， 你 都 会 发现 所谓 时尚 优雅 其实 so   easy ！ 星期一 清爽 又 干练 的 形象 最 适合 忙碌 又 紧张 的 星期一 ， 充满 华贵 FEEL 的 香槟色 套裙 打造 优雅 OL 上班 装 ， 虽然 又 要 开始 迎接 一周 的 忙碌 工作 ， 但是 好歹 也 要 把 自己 打扮 得 漂漂亮亮 的 ， 这样 工作 起来 心情 也 更 舒畅 啊 。 星期二 这是 繁忙 又 开心 的 一天 啊 ， 忙 着 准备 接下来 的 新 策划 ， 所有 事情 都 在 向着 好 的 方向 发展 中 ， 蛋糕 蓬蓬裙 的 设计 弱化 了 雪纺 的 浪漫 ， 增加 了 年轻 女生 的 动感 活力 ， 外 搭 一件 黑色 的 仿 西装 外套 又 能 把 调皮 的 感觉 减轻 ， 是 职场 OL 们 更 年轻 的 穿 搭 选择 ， 尽情 地 展示 活泼 的 一面 吧 ！ 星期三 星期三 是 一周 中 最 容易 低迷 的 日子 ， 时间 刚过 了 一半 ， 又 在 盼望 周末 快点 来临 了 。 这时候 ， 在 衣服 搭配 上 增加 点 细节 搭配 ， 例如 靓丽 的 腰带 、 可爱 的 蝴蝶结 啊 ， 配合 着 浪漫 的 蕾丝 衬衣 ， 用 细节 的 点缀 使 整个 心情 瞬间 好 起来 ！ 星期四 这次 新 策划案 公司 非常重视 ， 一定 要 好好 想些 新 点子 出来 才行 。 利落 中 不乏 妩媚 ， 靓丽 的 打扮 让 OL 在 工作 中 时时 充满 工作 动力 。 这个 春天 有 怎么 能少 了 雪 纺裙 呢 ？ 来到 星期四 ， 当然 要 继续 撑雪纺 面料 的 衣服 ， 雪纺上 衣服 的 裁剪 自然 而 有 型 的 褶皱 营造 出 绝佳 气质 ， 高腰线 的 设计 让 视线 上移 ， 点缀 其中 的 立体 玫瑰花 更能 展现 OL 的 迷人 气质 ， 黑灰 两色 的 拼接 让 充满 女人味 的 设计 瞬间 变得 稳重 ， 不会 留有 浮夸 的 印象 。 
 时尚 	 组图 ： 五月 出游   十款 时尚服饰 搭配 任你选 期待已久 的 五月 终于 要来 啦 ！ 月初 就 有 长假 ， 天气 也 变好 了 ， 此时 不 出游 ， 更待何时 呢 ？ 小 编为 大家 推荐 十款 时尚 的 搭配 ， 出游 的 时候 就让 心情 变 轻松 一点 吧 ！ ( 图 / junlingD ё 地 ? blog ) 时尚 解析 ： 上身 是 相当 甜美 的 衬衫 。 清爽 的 小格 纹 ， 浪漫 的 泡泡 袖 设计 ， 淑女 风 十足 。 衣摆 处 采用 弧形 处理 ， 款式 非常 宽松 ， 穿着 舒适 。 同时 此衫 还是 百搭 单品 ， 模特 俏皮 地 搭配 了 皱褶 的 小裙 ， 像 嬉皮士 哦 ， 还是 时尚 的 小 礼帽 真是 让 人 爱不释手 。 时尚 解析 ： 休闲 风格 两件套 Tee ， 清新 的 条纹 图案 相当 吸引 眼球 ， 打造 个性 叠 穿 效果 ， 非常 显 活泼 。 可以 搭配 牛仔裤 或者 短裙 穿 。 到 了 购物 的 地方 ， 穿 上 舒适 又 经典 的 帆布鞋 ， 嘻嘻 ， 可以 放心 血拼 。 时尚 解析 ： 休闲 双 领子 T恤 色彩 干净 、 鲜亮 醒目 ， 能 给 人 带来 好 心情 哦 ！ 双 领子 的 设计 很 特别 ， 衣衣 面料 是 棉 的 ， 穿 起来 很 舒服 。 今年 相当 流行 双色 的 长 袜子 呢 ， 搭配 翻边 的 高筒 帆布鞋 ， 时尚 ！ 时尚 解析 ： 淑女 出游 的 时候 ， 还是 可以 很 甜美 的 。 这 款 可爱 的 泡泡 袖 设计 ， 领口处 浪漫 的 雪 纺丝 巾 修饰 ， 极富 女人味 。 上衣 款式 比较 贴身 ， 身材 线条 明显 ， 搭配 深色 小脚 牛仔裤 显得 腿部 修长 又 纤细 ， 罗马 凉鞋 当然 是 潮流 单品 咯 。 
 时尚 	 组图 ： 卡哇伊 MM 的 多彩 温馨 睡衣 大 集合 编者按 ： 缤纷 可爱 的 睡衣 让 MM 们 爱不释手 ， 超 可爱 的 图案 和 甜美 的 色彩 将 睡衣 推向 时尚 舞台 。 将 睡衣 赋予 更 高层次 的 定位 ， 卡哇伊 睡衣 让 MM 们 好 梦 入睡 。 
 时尚 	 组图 ： 型 女 穿 搭   绝对 成为 注目 焦点 现如今 时尚界 很多 人 开始 追捧 ， 混 搭 的 街头 风格 ， 美女 与 型 女 的 完美 结合 ， 无所谓 的 随性 和 我行我素 的 欧系 质感 ， 率性 时尚 此刻 正在 发烧 ， 沉迷于 酷帅 和 性感 的 女人 ， 暂时 抛弃 甜美 可爱 ， 如此 诱惑 眼睛 的 有 型 搭配 ， 你 跟上 了 吗 ？ 流行 的 美式 风格 ， 将 几何 线条 和 迷人 的 配色 融合 ， 打造 完美无缺 的 好莱坞 风 ， 搭配 双面 手绘 涂鸦 女人 的 图案 ， 加成 亮 钻 造型 点缀 ， 让 注目 度 超级 激升 ， 100% 的 亮眼 度 也 是 时尚杂志 的 大大 推荐 ， 超人气 展现 独特 自我 STYLE 。 具备 强烈 的 印象 格纹 派 ， 选用 亮 紫色 系 重新 创造 出 注目 感 ， 日系 杂志 大大的 推荐 ， 本季 的 辛甜 风格 ， 跳 脱出 制式 的 乖乖 牌 造型 ， 加上 压线 独特 的 设计 ， 展现出 女孩 无穷的 性感 氛围 ， 让 你 绝对 会 成为 话题 主角 的 单品 ， 从 一 开始 就 倍受 注目 。 运用 突出 的 配色 色彩 ， 搭配 上连帽 和 包 臀 的 剪裁 ， 完全 穿 出 人气 的 个性 风格 。 一向 给 人 中型 印象 的 吊带 设计 ， 悄悄的 加入 包 臀 带 出 女人 的 曲线 度 ， 自然 流露出 时髦 风格 ， 选择 符合 春夏 感 的 蓝色 ， 搭配 沉稳 的 黑色 系 交错 ， 独具 魅力 的 搭配 绝对 惊艳 。 今年 尤为 流行 松紧 裤头 设计 ， 让 穿着 成为 零 负担 ， 带来 舒适 的 完美 感受 ， 上 宽 下 窄 的 AB 裤型 剪裁 ， 没有 过于 冲击 的 不 协调 感 ， 完美 诠释 雅痞 风貌 ， 搭配 口袋 侧边 的 金色 拉链 提升 顶级 质感 ， 这 一季 就是 要秀出 惊艳 的 美腿 。 
 时尚 	 组图 ： 张柏芝 台湾 5 天行 潮流 装束 全 解析 日前 ， 张柏芝 从 香港 去 台湾 会 朋友 ， 引发 媒体 追访 ， 而 张柏芝 与 两岁 的 儿子 Lucas 的 着装 更 成为 一大 看点 ， 旅行装 、 郊游 装 、 运动装 ， 不同 的 场合 穿 出 不同 的 味道 ， 却 都 极具 潮流 感 。 如果 你 “ 五一 ” 期间 有 出游 计划 ， 不妨 和 张柏芝 这个 靓妈 学习 亲子装 搭配 。 这件 上衣 采用 单宁 色 ， 布满 LOGO ， 具有 时尚 感 ， 长袖 也 能 抵御 飞机 上 的 寒意 及 干燥 空气 。 更 重要 的 是 ， 这件 上衣 爱子 Lucas 也 有 一件 ， 以 母子 装 亮相 ， 不禁 让 人 感叹 母子情 深 。 机车 包是 每个 “ 潮女 ” 必备 ， 只是 那 件 虎头 T恤 有些 “ 雷 ” ， 不 知道 是否 为了 配合 儿子 ， 营造 可爱 风格 。 身穿 LOVELIFE 主题 T恤 ， 不遗余力 宣传 公益 。 其他 配饰 也 都 是 粉色 系列 ， 诠释 今夏 流行色 。 短裤 配 靴子 ， 虽然 看上去 有些 热 ， 但 反季节 搭配 往往 能 表现 最 IN 的 效果 ， 这种 搭配 一定 要腿够 细 才能 挑战 ， 不然 就是 自 曝其 短 。 
 时尚 	 组图 ： 精彩镜头   街头 美女 裙装 越短 越 性感 Mini 裙 独有 的 热辣 和 丰富 的 时尚 表情 ， 是 她 稳 坐 时尚 宝座 的 原因 。 女人 都 认为 越短 越 性感 ， 其实 只要 拿捏 好 性感 的 尺度 ， 都 可以 在 Mini 裙 的 感召 下 让 美腿 引发 一场 火热 的 眼球 革命 。 如果 对于 自己 的 美腿 没有 太大 的 把握 ， 也 可以 利用 今夏 大热 的 五分 裤袜 配合 Mini 裙来 修饰 腿部 的 线条 ， 在 今夏 持续 燃烧 Mini 裙 的 热辣 。 点评 ： 米色 与 咖啡色 相间 的 T恤 ， 在 红色 马甲 的 衬托 下 异常 可爱 。 下身 米色 短裙 既 呼应 了 上身 的 色彩 ， 还 让 整体 装扮 显得 更加 玲珑 出 挑 ， 动感 十足 。 点评 ： 蓝色 连身 短裙 清爽 可人 ， 同色系 格纹 围巾 是 调和 整体 色彩 的 必要 道具 。 简约 的 黑色 开衫 和 烟灰色 短靴 ， 让 型 女 甜美 与 野性 并存 。 点评 ： 白色 T恤 搭配 层次 丰富 的 粉色 格纹 短裙 ， 粉红 的 甜美 不言 而 逾 展现 着 她 可以 纯真 、 可以 优雅 、 可以 摇滚 的 百变 面孔 ， 赢得 绝对 瞩目 。 点评 ： 绿色 与 柠檬 黄色 T恤 叠 穿 可爱 无限 ， 下身 搭配 白色 短裙 、 灰色 裤袜 、 平底鞋 ， 丰富 的 流行 元素 汇集 在 一起 ， 呈现 轻盈 与 层次感 。 
 时尚 	 组图 ： 金融危机   时尚 达人 也 节俭 在 金融危机 下 ， 如今 不少 崇尚 节约 的 年轻人 开始 学会 了 节省 ， 动动 小 脑筋 就 有 免费 的 试用 化妆品 … … 在 她们 看来 ， 节省 不但 不会 降低 生活品质 ， 还有 无尽 的 乐趣 。 用 网上 一个 时髦 的 名词 来 称呼 万州 电脑公司 职员 陈莉 ， 那 就是 “ 试客 ” ， 能够 试吃 、 试用 、 试看 各种 消费品 ， 并且 做出 中肯 的 评价 来 换取 更 多 试用品 ， 这 就是 她 现在 最 津津乐道 的 事情 。 “ 反正 我 平时 都 挂 在 网上 也 有 大 把 空闲 时间 ， 有 大 把 时尚 试用品 可以 慢慢 体验 。 ” 对于 陈莉 这类 平时 喜欢 “ 血拼 ” 的 女生 来说 ， 在 当 “ 试客 ” 的 同时 ， 也 是 警惕 自己 冲动 消费 的 不 理性 ， “ 其实 我 平时 在 购买 商品 时 容易 受 周边 人 的 影响 而 冲动 消费 ， 如果 我 买 了 一大 瓶 面膜 ， 用后 却 发现 不 适合 我 的 肤质 ， 那多 不划算 ！ 反过来 ， 如果 试用 以后 感觉 真的 不错 ， 我 自然 会 去 购买 ， 还会 向 身边 的 朋友 推荐 ， 这样 就 避免 了 乱 买 东西 的 恶习 。 ” 当然 ， 要 想 成为 试客 并 不难 ， 但是 要 当好 试客 就 不 简单 了 ， 有 的 试客 能 源源不断 地白 吃喝 白拿用 ， 而 有 的 试客 则 只能 像 撞大运 似地 才能 得到 一件 赠品 。 陈莉 有 自己 的 窍门 ： 不是 在 成功 申请 到 一件 赠品 后 就 完事大吉 ， 而是 使用 后 积极 地 对 该 赠品 评头论足 发表意见 ， 甚至 还 组建 或 参与 相关 赠品 的 用户 俱乐部 ， 这样 既 能 利用 配合 调研 获取 奖励 的 规则 增加 自己 的 积分 、 又 能 获得 相关 厂商 的 好感 ， 双重 提高 了 赠品 申请 的 审批 通过率 。 节省 从 做 试客 开始 现在 不少 女生 为了 省钱 ， 直接 在 网上 购买 小样 代替 正装品 ， 或者 在 专柜 买 化妆品 时 ， 游说 专柜小姐 送 一堆 小样 。 节省 达人 小 杜 就 对 各种 化妆品 小样 情有独钟 ， 她 厉害 的 地方 是 ， 可以 不花 一分钱 就 能 去 专柜 领取 试用装 。 一次 偶然 的 机会 ， 小杜 收到 了 一 封电子邮件 ， 是 兰蔻 新款 睫毛膏 的 广告 ， 她 发现 上面 有 “ 立即 试用 ” 的 字样 ， 于是 就 点击 进入 兰蔻 的 官网 ， 弹 出 一张 表格 ， 并且 被 告知 填 一些 基本 信息 后 可以 领取 睫毛膏 的 小样 一份 。 填写 的 信息 中 ， 包括 姓名 、 性别 、 电子邮件 、 手机 等 基本 内容 ， 填写 成功 后会 让 她 选择 想 在 哪个 区 哪个 商场 的 专柜 领取 小样 。 大约 一个 星期 后 ， 小杜 就 收到 了 一个 手机短信 ， 通知 她 去 该 商场 专柜 领取 小样 ， 限额 一份 。 “ 当时 我 没想到 领 小样 这么 简单 ， 并且 还 可以 自己 选择 地点 ， 之后 这个 品牌 有 什么 新款 推出 ， 都 会 给我发 试用 的 电子邮件 。 我 也 开始 关注 其它 品牌 网站 上 的 试用 信息 ， 只要 留下 基本 信息 后 ， 都 会 主动 给我发 电子邮件 。 从 那个 时候 开始 ， 我 就 很少 买 化妆品 啦 。 ” 小杜 开心 地说 。 有些 人会 担心 ， 小样 分量 少 ， 够用 吗 ？ 小杜 认为 完全 可以 。 她 基本上 每个 月 都 有 1 件 小样 入手 ， 比如 一支 睫毛膏 的 小样 分量 是 3ml 左右 ， 可以 用 1 — 2 个 月 ， 而 护肤品 的 小样 分量 为 3 — 5ml ， 有时候 是 成套 赠送 的 ， 如果 够 省 ， 可以 使用 一个月 。 现在 她 只 需要 偶尔 添置 一些 自己 必需 的 化妆品 就 可以 了 ， 这样一来 一个月 可以 省下 四五百元 。 “ 小样 达 人 ” 也 时尚 全球性 的 金融危机 不期而至 ， 普通百姓 也 感受 到 了 资本 市场 的 无常 和 积累 家庭 财富 的 紧迫性 ， 开源节流 成为 了 金融危机 大 背景 下 普通 老百姓 首要 的 功课 ， 女性 白领 也 学会 了 减少 开支 ， 原本 与 草根 紧密联系 的 “ 低成本 生活 ” ， 突然 成 了 一种 白领 潮流 ， 大家 都 希望 用 节约 来 度过 经济 的 寒冬 ， 也 不失为 一种 时尚 的 生活 方式 。 
 时尚 	 组图 ： 韩国 时尚 宽松 T恤   显瘦 又 性感 这个 夏天 ， 买 什么 ？ 穿 什么 ？ 怎样 搭配 ？ 什么 最 流行 ？ 我们 为 你 带来 韩国 最新 的 时尚资讯 。 让 你 第一 时间 成为 时尚 达 人 。 
 时尚 	 组图 无痕 内衣 穿 贴身 小衫 不 尴尬 Verdissima   Nude 内衣 简洁 款式 ， 以 经典 美感 的 优雅 姿态 ， 让 人 爱不释手 。 
 时尚 	 组图 ： 显胖 花朵 装 初夏 怎么 穿 才 美 夏天 来 了 大家 都 换上 花朵 装 ， 可 偏偏 有人 穿 美若天仙 有人 穿 败笔 败笔 ， 一些 技巧性 的 东西 不用说 您 也 知道 ， 但 今天 说道 说道 的 如何 穿 好 花朵 装 ， 就是 你 所 不 知道 的 。 搭配 Tips ： 怕 显胖 吗 ？ 用 腰带 束紧 腰身 ！ 有 腰 的 线条 了 ， 还 能 胖到 哪里 去 啊 ， 如果 你 觉得 这样 还 不 过瘾 的话 ， 就 选择 裹 身 的 花朵 裙 ， 摇曳生姿 就 不是 梦想 啦 。 搭配 Tips ： 大S 的 一袭 深色 花朵 装 特别 的 显 成熟 ， 而 上衣 的 花朵 看上去 很多 却 一点 不显 胖 ， 原因 是 什么 呢 ？ 那 就是 让 花朵 呈现 纵向 排列 的 状态 ， 保证 不会 变 胖妹 哦 。 搭配 Tips ： 实在 是 你 特别 喜欢 又 确实 会显 胖 的 花朵 衫 的话 ， 那 你 只好 靠些 “ 旁门左道 ” 来 转移 大家 的 视线 啦 ， 比如 小露 下 香肩 ， 比如 改造 成 肚脐 装 … … 搭配 Tips ： 素净 的 花朵 衫 往往 都 不会 有 很大 的 膨胀 视觉效果 ， 因为 冷色 的 系列 扩张 感不强 ， 你 完全 可以 大胆 穿着 。 
 时尚 	 组图 ： 长衫 + 仔裤 省钱 穿 出 女人味 年 年 都 在 穿 牛仔裤 ， 但 每年 都 会 有 新 的 仔裤 穿法 ， 带给 你 日日 不同 的 全新 感受 ， 想 知道 现在 时尚 MM 们 都 是 怎么 在 穿 牛仔裤 吗 ？ 搭配 连衣裙 一样 的 长衫 是 春初 就 开始 流行 的 一种 女人味 穿 法 ， 穿 紧身 上衣 搭配 仔裤 的 经典 穿 法 今年 依旧 有 不俗 表现 。 
