时尚 	 CK 广告 性感 挑逗 惹 非议   时尚 为啥 总和 情色 挂钩 导语 ： 时尚界 打 情色 牌 已经 屡见不鲜 了 ， 不过 要说 这 最早 因大 打 色情 牌 而 名声大噪 的 品牌 ， CalvinKlein 一定 在 名单 前列 ， Calvin   Klein   Jeans ( CKJ ) 作为 CalvinKlein 的 二线 品牌 ， 是 很 受 年轻人 欢迎 的 牛仔 品牌 ， 自从 史蒂文 - 梅塞 ( StevenMeisel ) 掌镜 CK 的 广告 后 ， 许多 服饰 广告 因为 画面 实在 太 露骨 而 被 禁播 。 Calvin   KleinJeans ( CKJ ) 2009 最新 服饰 广告 ， 就 因为 里面 的 画面 太过 暴露 ， 情节 太过 露骨 ， 而 遭到 了 禁播 ， 这 段 半分钟 不到 的 广告 ， 内容 就是 几个 穿着 CKJ 牛仔裤 的 男女 模特 纠缠 爱抚 的 画面 ， 看过 的 人 都 被 胆大 的 尺度 吓 到 了 。 不光 广告 被 禁播 ， 最近 他们 的 广告牌 也 遭到 了 “ 封杀 ” ， CalvinKlein 的 巨幅 性感 挑逗 的 广告牌 在 街 中 确实 相当 抢眼 ， 引来 许多 人 驻足观看 ， 画面 中 的 一 裸女 与 两 男 缠绵 的 镜头 让 大家 感到 很 挑衅 。 细数 下 不难 发现 ， 从 最早 的 第一块 大幅 男性 内衣 广告 ， 被 大家 称为 挑战 了 时代广场 的 广告 游戏规则 ， 到 KateMoss 因为 太过 “ 病态 性感 ” 而 被 批评 ， 还有 澳大利亚 超模 TravisFimmel 的 内裤 广告 在 纽约 闹市 造成 大 塞车 事件 ， 这些 充斥 着 性 暗示 的 广告 更 多 是 被 当作 一种 炒作 手段 来 解读 。 但 不管怎样 ， 史蒂文 - 梅塞 ( StevenMeisel )   冷峻 的 性感 风格 已经 为 CK 的 销量 推波助澜 ， 事实证明 他 这次 又 帮 CK 成功 营销 了 ！ 但 不管怎样 ， 史蒂文 - 梅塞 ( StevenMeisel )   冷峻 的 性感 风格 已经 为 CK 的 销量 推波助澜 ， 事实证明 他 这次 又 帮 CK 成功 营销 了 ！ 
 时尚 	 若 缇 诗 开创 高端 女装 平价 网购   CPI 上涨 不怕 了 导语 ： 继梦 芭莎 成为 高性价比 内衣 互联网 第一 品牌 之后 ， 首个 中 高端 OL 女装 网络 品牌 若 缇 诗 高调 入市 ！ 在 物价上涨 、 工资 赶不上 CPI 的 时代 ， 选择 高性价比 的 网络 中 高端 品牌 ， 无疑 是 白骨精 们 的 明智 之选 ！ 只 讲究 低价 、 便宜 的 网购 时代 已经 过去 ， 高性价比 、 高品质 的 网购 时代 到来 ！ 若 缇 诗 作为 全球 范围 内首 登 国际 时装周 的 网络 品牌 ， 凭借 原创 设计 和 高实 穿性 ， 荣获 本届 中国 国际 时装周 “ 最佳 女装 设计 ” 品牌 大奖 ， 实至名归 。 全球 经济危机 阴霾 仍未散 去 ， 中国 大陆 物价飞涨 ， 天然 具有 高性价比 的 网络 品牌 若 缇 诗 无疑 为 OL   女性 提供 了 一种 既 时髦 又 经济 的 购物 新 选择 。 据 最新 调研 ， 人们 选择 网购 的 首要 原因 ， 已经 从 3 年前 的 “ 便宜 ” 变成 “ 高性价比 ” 。 随着 中国网民 的 成熟 ， 网购 消费 能力 和 消费 要求 也 日益 提高 。 价格便宜 已 不是 最 重要 的 ， 品质 、 时尚 度 、 个性化 、 便利性 ， 成为 80 后 、 70 后 主流 消费 人群 网购 关键词 。 在 服装 价格 普遍 偏低 的 网购 市场 ， 价格 中等 、 高性价比 的 若 缇 诗 ， 作为 毫无 实体 店铺 ， 只 在 网络 上 进行 销售 的 网络 女装品牌 ， 上线 仅 3 个 月 即 创下 单日 销售 突破 50 万 、 单月 销售额 突破 1000 万 的 业界 奇迹 ， 并 被 全球网 购 巨头 亚马逊 青睐 ， 主动 要 将 其 引入 美国市场 。 若 缇 诗 洞察 到 网购 消费 的 升级 ， 针对 25 - 35 岁 都市 女白领 OL ， 根据 女性 身形 及 生活 场景 研发 设计 产品线 ， 而 非传统 品牌 常用 的 按 风格 系列 设计 。 三大 核心 产品 系列 ， 是 兼具 设计 感和实 穿度 的 全天候 全系列 女装 ： 商务 女装 ， 简约 干练 但 又 不失 优雅 时尚 ； 休闲 女装 ， 随意 中 点缀 若有若无 的 性感 ； 晚宴 礼服 系列 ， 高贵 温婉 ， 低调 华丽 。 若 缇 诗 的 销售 奇迹 ， 源自 定位 准确 ： 打造 高端 网络 时装 。 若 缇 诗 从 设计 感 、 色彩 视觉 和 品质 感上 ， 彻底 打破 人们 对 网络 服装 低价 低质 、 同质化 严重 的 传统 认知 ， 网络 高端 时尚 新 势力 崛起 ！ 由于 若 缇 诗 的 网络 销售 直接 将 产品 送达 消费者 ， 免去 了 实体 店铺 和 商场 租金 成本 ， 减少 了 中间 经销 渠道 ， 销售 实行 集中化 、 免去 了 实体 店铺 的 大量 销售 人员 ， 虽然 价格 在 100 - 300 元 之间 ， 但 价格 只 相当于 商场 同等 产品 的 30 ? 50% 。 在 物价上涨 、 工资 赶不上 CPI 的 时代 ， 选择 高性价比 的 网络 中 高端 品牌 ， 无疑 是 白骨精 们 的 明智 之选 ！ 
 时尚 	 新潮 眼 ： 皮草 雷锋 帽 热闹 登场   够 暖 又 够 潮 导语 ： 今冬 毛毛 有 多 热 ？ 看看 明星 潮 人们 头戴 什么 就 知道 啦 ！ 天刚 一冷 ， 各式各样 的 皮草 雷锋 帽 就 纷纷 冒出来 了 ， 在 各大 时装周 周边 的 潮人街 拍 中 ， 皮草 雷锋 帽 绝对 是 一大 看点 。 就 连 Lady   Gaga 也 捧 雷锋 帽 的 场 ， 只不过 ， 人家 戴 雷锋 帽几 贪其够 暖够 潮 ， 她 就 特别 搞怪 地配 上 爆乳高 开叉 晚装 ， 实行 暖头 冻脚 。 坎耶 - 韦斯特 携 女友 力挺 黑眼 豆豆 演唱会 ， 艾波 - 罗斯 一身 黑衣 配 雷锋 帽酷 劲 十足 透 可爱 。 特蕾妮 - 伍 戴尔 难得 亮色 外套 出镜 眼前一亮 ， 皮草 雷锋 帽配 大 围巾 保暖 有 度 。 
 时尚 	 花边 报 ： 章子怡 王菲   明星 佛珠 低调 配饰 导语 ： 明星 们 的 华服 总是 搭配 奢华 饰品 ， 不过 最近 众 明星 们 似乎 爱上 了 低调 简约 范 。 摒弃 了 绚丽 的 配饰 ， 低调 的 佛珠 成为 新宠 。 章子怡 就 用 白色 TEE 和 牛仔裤 配 上 紫檀木 佛珠 ， 人 也 随着 装扮 更加 大方 淡定 。 往期 花边 报 回顾 ： 章子怡 在 个人空间 中 ， 贴 出 一张 白衣 素颜 的 朴素 照片 。 她 的 右手 戴着 一长串 紫檀木 特制 的 佛珠 ， 笑容 大方 淡定 毫无 国际 巨星 架子 。 王菲 参加 慈善 活动 ， 黑色 胶框 眼镜 处于 武装 状态 ， 手上 缠绕 的 佛珠 是 唯一 装饰 。 
 时尚 	 组图 ： 崇文 新世界 百货 青春 馆 十周年 庆 导语 ： 为 庆祝 青春 馆 周年 庆 ， 商家 特 推出 部分 新 款冬 装满 100 减 50 、 持 新世界 百货 VIP 会员卡 每满 100 再减 10 元 、 18 时后 青春 馆 满额 加 送礼 金 ( 单笔 消费 满 800 加送 100 元 礼金 ， 单笔 消费 满 1500 加送 200 元 礼金 ) 、 如果 持 规定 银行 的 信用卡 还 可 获得 百元 礼金 或 9 折 优惠 ！ 是不是 看 的 眼花缭乱 了 ？ 是不是 感觉 很 划算 ？ 那小编 就 来 帮 您 算算 到底 有 多 划算 ！ 假设 新世界 百货 的 VIP 会员 在 晚 6 点后 付款 购买 了 3400 元 的 商品 ， 首先 按照 满 100 减 50 的 原则 ， 先 减掉 了 1700 元 ， 接着 按照 满 100 再减 10 元 的 原则 ， 又 减掉 了 170 元 ， 然后 按照 满 1500 送 200 的 原则 ， 又 获得 了 200 元 礼金 ， 这样 算下来 ， 等于 用 1530 元 购买 了 3600 元 的 商品 ， 相当于 4 折 多一点点 的 价格 购买 了 新款 冬装 ， 这 还 不 包括 银行 会 提供 的 礼金 券 或者 9 折 优惠 ， 以及 商场 提供 的 满额 赠礼 ！ 是不是 超爽 ？ 除此之外 ， 青春 馆及 综合 馆 特卖场 为 应对 即将 到来 的 严寒 ， 特 推出 冬装 冬靴 、 保暖 内衣 等 各种 冬日 精品 1 折起 ！ 羽绒服 2 折起 ！ 如此 超值 的 价格 想要 “ 暖 暖 冬季 ” 的 你 还 不快 来 抢购 ？ ！ 光大银行 、 兴业银行 、 交通银行 、 招商银行 、 平安 银行 等 银行 联合推出 “ 刷卡 更 超值 ” 店庆 专场 活动 ， 持 以上 银行 信用卡 刷卡 购物 一定 额度 即 送 新世界 礼金 或 精美 礼品 ！ 首届 珠宝 节 也 同期 盛大 开幕 ！ 众多 品牌 满 100 减 50 ， 周大福 、 周生生 、 恒昌 、 戴梦得 、 天美 钻 等 还 特 推出 多款 珠宝 惊爆价 ， 超值 购买 珠宝 满额 更 可 获赠 双开门 冰箱 、 立式 空调 、 LED 电视 、 光波炉 等 超级 大礼 ！ 同时 全天 购物 满额 即赠 松下 电 吹风机 、 美的 加湿器 ， 午后 消费 满额 就 送 资生堂 沐浴露 ， 还有 罗莱 被 、 85 ° C 礼金 券 、 冰场 免费 门票 等 多 档 好 礼 满额 赠 ！ 数量 有限 ， 送 完 即止 ！ 精品 赠品 满额 赠 ， 惊喜 疯狂 购 ， 享乐 更 超值 ！ 心动 不如 行动 哦 ！ 
 时尚 	 新实 穿 ： 学汤 唯 冬季 时髦 保暖   紧身衣 令人 销魂 导语 ： 冬季 在 室内 的 时候 。 大家 可以 不用 穿 的 过于 臃肿 ， 尤其 是 在 北方 都 有 暖气 。 因此 ， 各位 网友 可以 学习 一下 女星 们 穿着 紧身衣 的 技巧 。 让 男人 魂不守舍 的 女星 更 希望 把 身材 展现 的 淋漓尽致 ， 小编 今天 给 大家 说 说 当中 的 技巧 ！ 一部 《 色戒 》 成就 了 汤 唯 ， 戏中 大胆 出位 的 演出 让 所有人 认识 了 一位 敢作敢为 的 女人 。 戏外 的 汤 唯 也 总能 给 人们 眼前一亮 的 惊喜 ， 在 出席 某 时尚 活动 时汤 唯 穿着 紧身 皮裤 一 亮相 便 引爆 了 全场 ， 让 在场 的 所有人 都 投去 了 惊叹 的 目光 。 期间 更是 被 大佬 主动 牵手 。 刘亦菲 作为 内地 玉女 级 的 明星 一直 给 人 清纯 、 靓丽 的 感觉 ， 然而 近来 她 的 穿衣 风格 却 比 之前 有着 较大 的 改变 ， 出席 活动 时 穿着 紧身 红裙 散发出 一位 成熟 妩媚 女人 的 性感 ， 令 在 现场 频频 出现 骚动 。 阿娇 自从 艳照 门 爆出 后 昔日 的 清纯玉女 形象 早已 不 在 ， 如今 阿娇 一改 往日 清纯 形象 而 改 走 成熟 性感 的 风格 路线 。 身穿 紧身 性感 的 皮裤 亮相 某 活动 时令 全场 气氛 一度 紧张 ， 不得不 派出 保安 维持 现场 秩序 。 
 时尚 	 新实 穿 ： 挑 大牌   变 身 帅气 女飞行员 LOOK 导语 ： 在 2010 年秋冬 的 秀 场上 ， Burberry   Prorsum 的 飞行员 夹克 一出场 就 硬 起 了 强烈 的 反响 ， 随后 Herm è s 女飞行员 风格 长 风衣 和   夹克 又 紧随 其上 。 在 众多 当红 品牌 的 强力 推 下 ， 时尚界 在 今季 吹 起 了 一股 飞行员 Look 的 热潮 。 经典 飞行员 风格 的 服装 ， 搭配 手套 、 皮靴 以及 太阳镜 ， 英姿飒爽 的 飞行 女郎 立即 现身 ！ 无论是 牛仔裤 ， 还是 军装 裤 ， 都 适合 与 皮夹克 搭配 。 Hermes   短款 的 皮衣 夹克 是 延伸 了 秋季 的 皮衣 的 酷感 ， 在 领口 添加 毛 翻领 ， 顿时 令 冷酷 的 皮衣 平添 了 暖暖的 冬意 。 如果 你 也 拥有 这般 的 好身材 ， 不妨 用 超短 的 皮衣 夹克 来 展现 美妙 的 身段 。 经典 皮夹克 飞行员 单品 推荐 ： 这 季 兴起 的 高 腰款 ， 能 起到 拉长 身材 比例 之效 。 飞行员 帽 在 冬日 能 发挥 其 绝佳 的 保暖 效果 ， 夸张 之 余 ， 酷感 十足 。 
 时尚 	 新实 穿 ： 梁朝伟 领衔 示范   细窄 领带 打造 潮味型 男   导语 ： 细窄 领带 善于 于 各种 服装 搭配 ， 无论是 马甲 、 西装 、 衬衫 ， 乃至于 牛仔 ， 休闲装 也 一样 百搭 无误 。 搭配 之下 打破 普通 领带 墨守陈规 古板 的 形象 ， 增添 型 男 指数 ， 彰显 魅力 。 细窄 领带 所 营造 的 形象 气氛 ， 即可 稳重 内敛 ， 亦可 嘻哈 朋克 ， 酷帅 有型 。 一起 去 看看 贾 斯汀 、 梁朝伟 和 刘德华 等 男明星 是 如何 巧妙 搭配 细窄 领带 的 吧 。 细窄 领带 是 男星 时尚 扮靓 法宝 之一 ， 连 影帝 梁朝伟 也 对 它 钟爱 有加 。 紫色 细窄 领带 镶有 黑色 条纹 ， 搭配 白衬衫 和 皮衣 ， 温文尔雅 的 同时 透露 着 不羁 帅气 。 不老型 男 刘德华 西服 搭配 一条 黑色 细窄 领带 ， 老 帅哥 的 神韵 和 气场 就 十足 。 贾 斯汀 一样 的 黑框 眼镜 ， 西装 加 衬衫 的 造型 ， 因为 换 了 条细窄 领带 ， 就 有 了 不同 的 味道 ， 但 一样 的 帅气 有型 。 
 时尚 	 花边 报 ： 明星 完美 形象 崩盘   小 标签 “ 毁人 不倦 ” 导语 ： 作为 公众 瞩目 的 焦点 ， 明星 们 的 一言一行 都 要 时刻 小心 。 漂亮 的 盘发 ， 光鲜 靓丽 的 服装 搭配 ， 苦心 营造 的 完美 形象 ， 就 因为 鞋底 的 小 标签 ， 而 毁于一旦 。 往期 花边 报 回顾 ： 明星 带 标签 上街 其实 并 不少 见 ， 无外乎 三种 情况 ： 其一 ， 粗心大意 ， 忘 了 撕 标签 。 其二 ， 手头 拮据 ， 只能 暂借 行头 ， 秀 完 了 再 还 回去 。 其三 ， 个人 癖好 ， 人家 就是 想露 标签 ， 你 能 怎么样 ？ 一身 亮丽 色彩 的 时尚 休闲装 ， 撞色 搭配 突显 个性 ， 同时 也 映衬 了 蜜糖 服饰 。 橘色 的 中 跟 鞋本 是 加分 之选 ， 但是 小 标签 却 露怯 不少 。 回眸一笑 百媚生 ， 更何况 是 美女 大 明星 。 黑色 蕾丝 修身 小 礼服 ， 泡泡 袖 设计 令人 正式 又 不是 活泼 ， 就是 银色 恨 天高 的 标签 很 不 协调 。 墨绿色 露背 礼服 和 粉 紫色 高跟鞋 撞色 搭配 ， 高贵 优雅 又 俏皮 可人 。 同样 是 鞋底 的 标签 ， 要是 没有 该 多 完美 。 
 时尚 	 新实 穿 ： 华丽 豹纹 控   抢眼 就 这么 简单 导语 ： 豹纹 最 In ！ 什么 时候 都 没有 不 流行 过 ！ 在 秋冬 从头到脚 全身 走 到 “ 黑 ” 的 时节 ， 任何 形式 的 豹纹 单品 都 会令 你 整身 Look 倍受青睐 ， 大衣 、 皮草 、 连衣裙 、 连身 裤 … … 甚至 还有 包包 、 帽子 和 围巾 ！ 怎么 就 这么 抢眼 ？ 怎么 就 这么 华丽 ？ … … 你 说 呢 ？ 阿格尼 丝 - 迪恩 一身 黑衣 酷帅 无比 上街 遛狗 ， 超模 板寸头 不及 豹纹 伞来 的 招摇 。 希拉里 - 达芙白 Tee 搭 豹纹 裤袜 充满 野味 ， 穿 Christian   Louboutin 高跟鞋 造就 美腿 。 皮特茜 - 洛特 豹纹 斗篷 帅 呆 ！ 白纱 蓬蓬裙 配 丸子 头萌 翻 ！ 
 时尚 	 花边 报 ： 女星 红毯 耍 心机   看 名利场 尤物 背后 风光 导语 ： 时 下 明星 出席 颁奖 或是 红毯 都 会 用尽心机 扮靓 ， 无论是 无 裤装 、 透视装 还是 蕾丝 装 都 一一 上演 ， 不过 看似 过时 的 露背 款式 ， 这 最近 正 悄悄 复苏 ， 明星 们 用 那 不经意 的 一 回眸 ， 抹杀 全场 菲林 成为 焦点 。 往期 花边 报 回顾 ： 刘嘉玲 玩转 蕾丝 ， 碰撞 皮草 保暖 又 新潮 ， 深 v 露乳秀 性感 还 不够 ， 背后 大 露背 才 最 惊艳 ， 高高 挽起 的 发束 衬托 高雅 气质 。 陈紫函 选择 的 小 礼服 很 有 建筑 感 ， 立体 的 裙摆 既有 花苞 裙娇 俏 又 更 多些 硬朗 。 胸前 的 流苏 和 后背 呼应 ， 不 完全 的 大 露背 有 了 流苏 加入 更添 妩媚 。 ? 琴 的 亮 蓝绿色 礼服 是 偏 黑色 皮肤 人 很少 选择 的 。 不过 前短后长 的 裙摆 设计 很 好 的 转移 了 人们 对 肤色 的 关注 ， 后腰 的 镂空 设计 将 蝴蝶结 巧妙 一 系 ， 增加 小 女人味 。 
 时尚 	 新 品鉴 ： 潮 人大 爱 包款   复古 经典 医生 包   导语 ： 传统 的 DOCTOR   BAG ( 医生 包 ) 是 用 厚实 的 皮革 制作 ， 是 用于 方便 医生 携带 医疗器械 以及 药品 的 便 携带 ， 而 似乎 任何 职业 的 装扮 或者 配件 都 可以 被 时尚 大师 们 所 利用 ， 成为 一种 时尚 ， 像是 工装 的 大热 ， 那么 DOCTOR   BAG 也 一样 被 时尚界 所 吸收 ， 成为 了 一种 VINTAGE 风格 ， 很多 大牌 的 包包 都 少不了 一款 DOCTOR   BAG ， 厚实 的 皮质 ， 简单 的 设计 ， 依然 能 装扮 出 一种 华丽 的 复古 感觉 。 为什么 说 这款 包包 是 复古 包 ？ 你 看 这些 名媛 女性 都 喜欢 背上 一款 医生 包 就 知道 了 ！ 提 着 今年 大热 的 复古 医生 包 去 遛狗 ， 还有 棕色 铆钉 鞋 ， 棕色 皮衣 加身 ， 真是 要 多潮 有 多潮 。 
 时尚 	 花边 报 ： 针织 帽要 出彩   学好 搭配 才 给 力 导语 ： 针织 帽是 历年来 明星 们 的 钟爱 之物 之一 ， 是 秋冬 季节 不可或缺 的 搭配 单品 。 各式各样 的 针织 帽 不仅 实用 、 保暖 ， 而且 还 更显 季节 感 、 时尚 感 。 简单 的 造型 ， 变化多端 的 色调 ， 粗线条 针织 的 轮廓 ， 既 质感 柔软 又 无 厚重感 。 不过 是 给 造型 添彩 还是 减分 ， 还是 要 看 各位 明星 的 搭配 功力 。 往期 花边 报 回顾 ： 针织 帽 ？ 不是 低调 单品 萧亚轩 的 金色 针织 帽 和 发色 搭配 协调 ， 闪耀 的 金色 使 针织 帽 也 能 出席 正式 场合 ， 并且 给 一身 黑色 的 黑衣 提亮 成为 整身 搭配 焦点 。 休闲 味道 十足 的 牛角 扣 大衣 ， 让 泰勒 更 像是 平凡 学生妹 。 不过 亮 黄色 针织 帽 和 金色 卷发 一 搭 气场 立刻 升级 。 周董 是 针织 帽 的 最大 拥护者 ， 不过 他 肯定 不 知道 带多 了 容易 脱发 。 不过 黑灰 渐变色 搭配 倒 是 有 型 又 款 ， 黑色 针织 帽 可不是 低调 单品 。 
 时尚 	 花边 报 ： Birkin 皮草 不离手 ？ 豪门 容不得 贵 媳妇 导语 ： 豪门 的 打扮 、 做派 从来 都 不是 显山露水 的 。 能 嫁 进 豪门 的 媳妇 ， 自然 是 得 先 过入 “ 门 ” 随俗 这关 ， 但 豪门 处处 是 机关 ， 即便 两脚 都 迈进 了 万尺 豪宅 ， 也 不 一定 就 稳 坐 泰山 哦 。 “ 洗心 ” 不谈 ， 第一课 我们 先 从 “ 革面 ” 说起 。 往期 花边 报 回顾 ： “ 好 姑娘 ” 才能 中 头彩 Birkin 、 皮草 不离手 ？ 豪门 婆婆 也 是从 24 孝 媳妇 打拼 过来 的 ， 你 见 过 哪个 阔户 愿意 收留 拜金女 的 ？ 还 嫌 自己 “ 奔 钱 去 ” 的 目的 不够 明显 吗 ？ 非要 铆足劲   ， 身上 挂个 几十万 去 提醒 对方 “ 姐 的 开销 正 合 你们 家 胃口 ” 。 还有 比 豪门 更怕 冲 钱 来 的 姑娘 吗 ？ 否则 ， 你 告诉 我 ， 张 小惠 到底 是 怎么 被 休 了 的 ？ 越 有钱 越 讲究 “   温柔 可人 、 勤俭节约 ” ， 这 可是 前辈 们 杀出 一条 血路 总结 出来 的 真理 。 听说 大S 可是 没有 高跟鞋 、 名牌 包 就 不能 活 的 ， 但是 ， 女王 自从 跟 了 汪小菲 之后 ， 便 180 度 向 朴素 卦 冲 去 。 在 虹桥机场 被 狗 仔 跟 拍 ， 不但 只 穿着 “ 丑鞋 ” UGG ， 还 换上 了 豪门 必备 — — 开司米 套头衫 。 在 素颜 的 情况 下 ， 连能 遮 半张 脸 的 “ 黑超 ” 也 没 戴 。 这 是 让 幸福 冲昏 了 头 吗 ？ 这 是 在 让 媒体 给 婆婆 捎话 ： “ 咱是 俭朴 好 姑娘 。 ” 1 .   嫁入 豪门 前 ， 梁洛施 在 红毯 上 也 有 风骚 装扮 ， 这种 霹雳 红唇 、 透视 打扮 怕 是 以后 再也 见不着 了 。 2 .   豪门 阔 太 的 贵 ， 是 决不 刺 目的 贵 ， 是 稳重 的 贵 、 悄无声息 的 贵 、 越 看 越 觉得 贵 的 贵 。 
 时尚 	 “ 创意 之窗 ” -- 新锐 设计师 网络 人气 大奖 揭晓 2010 年 11 月 28 日 ， 由 CCTV6 电影频道 《 创意 星空 》 指定 官网 -- 创意 之窗 www . idwindow . com 主办 的 “ 新锐 设计师 网络 人气 大奖 ” 颁奖礼 在 北京 工体 THE   BOX   LOUNG 隆重举行 。 经过 3 个 月 的 网友 投票 角逐 ， 最终 最具 人气 选手 揭晓 ： 服装设计 专业 选手 李佳佩 ， 以 13518 票 的 超高 支持率 夺得 第一名 。 到场 嘉宾 除 各 公司 高层 以外 ， 还有 著名 电影 服装 设计师 许 建树 先生 。 本次 活动 吸引 了 包括 电视 、 平面 、 网络 等 数十家 媒体 的 采访报道 ， 并 邀请 到 CCTV6 当红 主持人 边策 担任 现场 主持 ， 可谓 盛况空前 。 获奖 选手 李佳佩 在 参赛 过程 中曾 创作 出 数套 极具 创意 的 服装 作品 ， 用以 分享 自己 在 服装设计 过程 中 的 切身 感悟 与 人生 体验 ， 而 她 独特 的 设计 风格 和 极具 亲和力 的 个人 魅力 深受 创意 之窗 广大 网友 的 喜爱 与 支持 ， 最终 获得 由 创意 之窗 联合 中国 飞跃 集团 送出 的 个人 工作室 全套 装备 及 大礼包 一份 。 《 创意 星空 》 第三季 参赛选手 报名 璀璨 开启 2010 年 11 月 28 日 ， CCTV6 电影频道 推出 的 大型 创意 体验 活动 《 创意 星空 》 第三季 报名 启动 仪式 在 北京 工体 THE   BOXLOUNG 隆重举行 ， 本次 大赛 采用 全程 网上 报名 方式 ， 凡 有意 参赛 的 选手 可 登录 本次 大赛 唯一 指定 官方网站 -- 创意 之窗 ( www . idwindow . com ) 进行 报名 并 接受 评委 选拔 。 《 创意 星空 》 是 CCTV6 电影频道 隆重 打造 的 倡导 创新 与 创造力 的 大型 真人秀 节目 。 意在 全球 范围 内 选拔 出色 的 新锐 电影 造型师 和 时尚 设计师 。 节目 邀请 到 电影 视觉艺术 大师 叶锦添 、 世界 顶级 设计 学院 纽约 帕森斯 学院 服装学院 院长 Simon   Collins 、 国际 时尚 媒体 《 VOGUE 服饰 与 美容 》 编辑 总监 张宇 ， 著名 电影 造型师 李大齐 、 著名 设计师 王巍 、 叶 明子 出任 主 评委 ， 影视界 众多 知名人士 作为 评委 和 嘉宾 全程 参与 。 《 创意 星空 》 节目 制作 团队 拥有 丰富 的 赛事 组织 经验 、 成熟 的 运作 机制 和 完备 的 比赛 制度 。 第一季 和 第二季 大赛 吸引 了 海内外 数千名 热爱 创意 、 有志于 电影 造型 与 时尚 设计 的 青年 设计师 踊跃 参加 ， 业已 成为 华语 频道 的 瞩目 焦点 。 《 创意 星空 》 第三季 赛事 现已 盛大 开幕 ， 将 分为 报名 、 初选 、 面试 、 初级 体验 、 创意 实战 、 创意 盛典 六个 阶段 。 即日起 ， 凡 年满 18 岁 、 具有 打版 制作 服装 能力 的 华人 均 可 登录 本次 大赛 唯一 指定 官方网站 --- 创意 之窗 ( www . idwindow . com ) 进行 注册 报名 ， 报名 自 2010 年 11 月 28 日至 2011 年 2 月 28 日 截止 ， 全程 网上 报名 。 主办单位 ： 创意 之窗 协办 单位 ： 《 创意 星空 》 节目 、 中国 飞跃 集团 、 北京 体育 之窗 文化 传播 有限公司 活动 时间 ： 2010 年 11 月 28 日   星期日 14 ： 30 - 16 ： 00 活动 地点 ： 朝阳区 工体 东路 工人体育场 东门 内 AHotel 一楼 大堂 THE   BOX   LOUNG 大赛 详情 可 密切 关注 《 创意 星空 》 指定 官网 “ 创意 之窗 www . idwindow . com ” 。 报名 咨询 专线 ： 010 - 62309165 
 时尚 	 花边 报 ： 2010 年 最差 着装   帕丽斯 卡戴珊 姐妹 上榜 导语 ： 入选 年度 最差 着装 可不是 什么 光彩 的 事情 。 其实 那儿 个 明星 不是 费尽心思 把 自己 打扮 的 花枝招展 ， 可 有时 却 为了 出 位 搞怪 ， 搞 得 适得其反 。 就 像 卡 戴 珊 姐妹 的 礼服 紧得 透不过气 ， 赘肉 都 要 爆 出来 了 。 往期 花边 报 回顾 ： 卡戴珊 姐妹花 在 好莱坞 风头 最劲 了 ！ 比 有钱 、 比 男友 、 比 派对 出勤率 … … 这 一家人 都 堪称 楷模 ！ 豹纹 、 斑马 纹 再 流行 ， 可同 穿 这 紧身 礼服 . 。 . 也 太 膨胀 了 ！ PS ： 还 都 是 高领 的 ！ 乔丹 的 地位 搬 到 国内 ， 估计 就是 芙蓉姐姐 的 水准 吧 ？ ！ 如今 我们 的 芙蓉姐姐 都 瘦身 “ 从良 ” 了 ， 可 乔丹 还 沉迷在 “ 卖 胸 杀人 ” 的 阶段 不肯 自拔 … … 钱 妞 Ke $ ha 可谓 是 2010 年 好莱坞 上升 势头 最快 的 女星 ！ 几首 单曲 连续 打榜 之外 ， 红毯 造型 却 紧追 Ga 姐 的 雷人 攻势 ！ 殊不知 ， Ga 姐 已经 被 时尚 届 人士 奉为圭臬 了 ， 可 小鱼 Ke $ ha 还 在 “ 丑人 多 作怪 ” ， 看 在 这身 荧光 绿 的 连体衣 是 舞台 服 的 份 上 ， 没 把 你 放 第一 算 给面子 了 吧 ？ 
 时尚 	 新实 穿 ： 羊羔绒 翻领 夹克   暖 暖冬 日 少不了 导语 ： 羊羔绒 翻领 夹克 ： 灵感 来自 于 飞行员 的 羊羔 毛领 皮夹克 ， 个性 时尚 又 保暖 实用 。 蓬松 硕大 的 毛领 ， 中性 气质 的 造型 ， 将 阳刚 线条 的 夹克 与 女性 的 柔美 完美 的 结合 ， 刚柔并济 ， 优雅 个性 ， 帅气 有型 。 黑色 大 翻领 羊羔绒 外套 短款 的 设计 好看 又 有 型 ， 搭配 红色 格纹 衬衫 紧身 牛仔裤 ， 整身 装扮 时尚 又 有 范儿 ！ 褐色 羊羔绒 外套 的 大 翻领 给 人 一种 暖暖的 冬日 感觉 ， 搭配 黑色 镂空 紧身 裙 ， 温暖 又 不失 性感 。 领子 往后 移位 设计 的 羊羔绒 外套 让 你 迅速 摆脱 冬日 的 臃肿 感 ， 搭配 长裙 和 高跟鞋 ， 好身材 尽显 ！ 
